ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,meanG,logStdG,meanC,logStdC
1,0,.65714286,.0000000,46,1,Inf,56.378418,-36.579500,-6.0019529,-43.521966
1,0,.66197183,.0000000,47,1,Inf,59.504143,-38.152945,-4.7460003,-43.668409
1,0,.66666667,.0000000,48,1,Inf,65.405756,-41.755135,-5.6580331,-47.751275
1,0,.67123288,.0000000,49,1,Inf,66.593650,-42.335520,-7.5014869,-46.088648
1,0,.67567568,.0000000,50,1,Inf,55.880201,-33.993268,-4.4514092,-34.549725
1,0,.68000000,.0000000,51,1,Inf,60.066629,-37.113953,-4.3405823,-39.877588
1,0,.68421053,.0000000,52,1,Inf,64.779404,-40.501436,-3.5275558,-44.307959
1,0,.68831169,.0000000,53,1,Inf,37.399635,-22.156681,-1.1288752,-21.960867
1,0,.69230769,.0000000,54,1,Inf,42.600344,-27.330384,-1.3784530,-28.904374
1,0,.69620253,.0000000,55,1,Inf,50.039273,-31.819888,-3.1522464,-35.635807
1,0,.70000000,.45186113,56,1,Inf,46.177844,-30.020844,-3.1293538,-35.278000
1,0,.70370370,.0000000,57,1,Inf,47.179753,-28.940563,-4.4118141,-33.215779
1,0,.70731707,.0000000,58,1,Inf,95.658514,-60.639888,-9.4725560,-68.990050
1,0,.71084337,.0000000,59,1,Inf,93.089606,-57.604365,-9.8783360,-67.413640
1,0,.71428571,.0000000,60,1,Inf,63.957162,-39.848560,-9.0106405,-53.460375
1,0,.71764706,.0000000,61,1,Inf,84.494602,-53.495212,-12.391679,-70.644878
1,0,.72093023,.0000000,62,1,Inf,70.025248,-43.798039,-10.616077,-57.948826
1,0,.72413793,.0000000,63,1,Inf,66.707399,-42.918970,-14.129691,-55.618512
1,0,.72727273,.0000000,64,1,Inf,41.948735,-26.830024,-11.478148,-32.308838
1,0,.73033708,.0000000,65,1,Inf,25.729621,-16.344931,-9.8679426,-17.874056
1,0,.73333333,.0000000,66,1,Inf,73.191462,-46.586914,-17.482566,-49.769467
1,0,.73626374,.0000000,67,1,Inf,76.353858,-48.603358,-18.575973,-55.851764
1,0,.73913043,.0000000,68,1,Inf,92.420951,-60.564963,-17.938893,-74.083928
1,0,.74193548,.0000000,69,1,Inf,125.04400,-80.895737,-17.304325,-99.028161
1,0,.74468085,.0000000,70,1,Inf,143.95327,-93.060418,-14.990937,-115.95124
1,0,.74736842,.0000000,71,1,Inf,140.47949,-89.546861,-12.834121,-112.19769
1,0,.75000000,.47436630,72,1,Inf,178.29669,-111.47908,-12.308123,-134.80160
1,0,.75257732,.0000000,73,1,Inf,264.42099,-167.74941,-24.274699,-208.92958
1,0,.75510204,.0000000,74,1,Inf,230.69982,-147.11157,-25.408597,-188.25999
1,0,.75757576,.0000000,75,1,Inf,214.99258,-137.07721,-26.973902,-173.78668
1,0,.76000000,.0000000,76,1,Inf,174.30345,-112.72156,-22.069489,-145.77408
1,0,.76237624,.0000000,77,1,Inf,179.97198,-115.13857,-18.531056,-143.13008
1,0,.76470588,.0000000,78,1,Inf,138.82954,-86.946376,-8.4292422,-105.32075
1,0,.76699029,.0000000,79,1,Inf,181.58739,-114.74173,-15.144414,-139.40659
1,0,.76923077,.0000000,80,1,Inf,194.08934,-123.03901,-18.130374,-146.50567
1,0,.77142857,.0000000,81,1,Inf,141.25180,-90.315193,-13.115619,-110.70403
1,0,.77358491,.0000000,82,1,Inf,147.10161,-93.916337,-9.6763645,-117.13986
1,0,.77570093,.0000000,83,1,Inf,232.27128,-149.14183,-14.337191,-188.73637
1,0,.77777778,.0000000,84,1,Inf,232.98157,-150.58026,-19.705310,-187.33065
1,0,.77981651,.0000000,85,1,Inf,172.06990,-111.10784,-13.895290,-143.01483
1,0,.78181818,.0000000,86,1,Inf,60.232714,-39.530146,-2.1800545,-56.668806
1,0,.78378378,.0000000,87,1,Inf,85.083063,-53.220255,-1.5040703,-75.177376
1,0,.78571429,.35995068,88,1,Inf,103.73206,-64.219137,-1.3962873,-86.245798
1,0,.78761062,.0000000,89,1,Inf,150.80576,-94.049777,-17.397693,-116.94425
1,0,.78947368,.0000000,90,1,Inf,193.07849,-122.64026,-25.366095,-161.52342
1,0,.78448276,.0000000,91,2,Inf,73.126233,-44.915832,-15.741962,-57.019890
1,0,.78632479,.0000000,92,1,Inf,192.84334,-121.61982,-33.714131,-155.10648
1,0,.78813559,.0000000,93,1,Inf,238.61617,-148.36203,-35.803610,-178.27477
1,0,.78991597,.0000000,94,1,Inf,282.43177,-176.84603,-40.693918,-215.59648
1,0,.79166667,.0000000,95,1,Inf,67.433374,-41.211571,-28.451348,-47.826132
1,0,.79338843,.0000000,96,1,Inf,153.87006,-98.343819,-35.716986,-120.02241
1,0,.78861789,.0000000,97,2,Inf,102.61214,-62.201016,-19.085193,-82.850201
1,0,.79032258,.0000000,98,1,Inf,71.088740,-40.216111,-16.093148,-54.832469
1,0,.79200000,.0000000,99,1,Inf,165.44666,-100.34352,-22.863531,-124.18069
1,0,.79365079,.0000000,100,1,Inf,238.44558,-149.06054,-27.507790,-191.12231
1,0,.79527559,.0000000,101,1,Inf,272.06164,-171.66814,-29.846234,-213.68823
1,0,.79687500,.34618400,102,1,Inf,374.95589,-236.43007,-37.734152,-294.91549
1,0,.79844961,.0000000,103,1,Inf,233.62361,-147.09593,-25.495050,-188.75689
1,0,.80000000,.0000000,104,1,Inf,138.59845,-86.842051,-14.019265,-117.65754
1,0,.80152672,.0000000,105,1,Inf,192.07414,-121.99851,-24.140432,-150.93525
1,0,.80303030,.0000000,106,1,Inf,82.601110,-54.317345,-19.265471,-63.722793
1,0,.80451128,.0000000,107,1,Inf,268.78115,-172.17275,-34.816713,-207.80228
1,0,.80597015,.0000000,108,1,Inf,248.67848,-154.39668,-26.975604,-175.43754
1,0,.80740741,.0000000,109,1,Inf,155.12390,-94.268756,-16.079662,-104.39636
1,0,.80291971,.0000000,110,2,Inf,52.383802,-31.344153,7.5235259,-30.503536
1,0,.80434783,.0000000,111,1,Inf,129.05461,-80.130769,7.4930404,-88.126863
1,0,.80575540,.0000000,112,1,Inf,35.205401,-22.132253,11.303597,-28.211613
1,0,.80141844,.0000000,113,2,Inf,9.6878155,-3.9647723,1.7088901,-.54207490
1,0,.80281690,.0000000,114,1,Inf,85.039876,-52.288722,1.7021827,-54.827836
1,0,.80419580,.0000000,115,1,Inf,233.36843,-148.93093,-17.154182,-181.44946
1,0,.80555556,.22382088,116,1,Inf,218.01537,-137.94290,-10.109004,-170.34187
1,0,.80689655,.0000000,117,1,Inf,404.28721,-257.76649,-32.178148,-304.23254
1,0,NaN,.0000000,118,2,Inf,479.48860,-309.59314,-50.383092,-365.68803
1,0,NaN,.0000000,119,1,Inf,351.78865,-229.85392,-35.707816,-272.49497
1,0,NaN,.0000000,120,1,Inf,459.44979,-301.01448,-70.039477,-357.17142
1,0,NaN,.0000000,121,1,Inf,378.03139,-248.13241,-71.378075,-281.42543
1,0,NaN,.0000000,122,1,Inf,425.90062,-277.30045,-79.578797,-303.00863
1,0,NaN,.0000000,123,1,Inf,361.50746,-236.61124,-70.758843,-250.42110
1,0,NaN,.0000000,124,5,Inf,490.44989,-319.61921,-91.642608,-368.53322
1,0,NaN,.0000000,125,1,Inf,354.33623,-234.41006,-81.074877,-257.06951
1,0,NaN,.36092906,126,2,Inf,275.94956,-181.15386,-67.834229,-198.87811
1,0,NaN,.0000000,127,1,Inf,516.27407,-333.52967,-104.86462,-386.10353
1,0,NaN,.0000000,128,1,Inf,347.94740,-226.66979,-97.724298,-246.89160
1,0,NaN,.0000000,129,1,Inf,361.64597,-238.73310,-109.69619,-255.98114
1,0,NaN,.0000000,130,1,Inf,262.03590,-171.28113,-95.318643,-177.31777
1,0,NaN,.0000000,131,2,Inf,2.5788777,-3.7021189,-48.117624,-.25859452
1,0,NaN,.0000000,132,1,Inf,89.556595,-58.507925,-70.771842,-62.597568
1,0,NaN,.0000000,133,2,Inf,130.36728,-85.301696,-76.078356,-94.671215
1,0,NaN,.0000000,134,1,Inf,307.56896,-197.73119,-98.597461,-211.28627
1,0,NaN,.0000000,135,3,Inf,509.28455,-323.83147,-119.90776,-355.15105
1,0,NaN,.0000000,136,1,Inf,284.38182,-178.21282,-100.03729,-185.42263
1,0,NaN,.0000000,137,1,Inf,428.22569,-273.62668,-144.58632,-293.08151
1,0,NaN,.28269176,138,2,Inf,293.63102,-188.20445,-115.80526,-192.76646
1,0,NaN,.0000000,139,1,Inf,172.26402,-114.15728,-84.815397,-118.01552
1,0,NaN,.0000000,140,1,Inf,186.93025,-126.23773,-143.65900,-119.69091
1,0,NaN,.0000000,141,1,Inf,125.63821,-87.017341,-112.00541,-91.322866
1,0,NaN,.0000000,142,1,Inf,189.95569,-126.03066,-121.61126,-113.53492
1,0,NaN,.0000000,143,1,Inf,192.24125,-124.76663,-104.03500,-131.06088
1,0,NaN,.0000000,144,2,Inf,220.04787,-144.28920,-115.29388,-154.73744
1,0,NaN,.0000000,145,1,Inf,29.544460,-20.662521,-98.125241,-15.592038
1,0,NaN,.0000000,146,1,Inf,14.497409,-12.139416,-128.34408,1.6509753
1,0,NaN,.0000000,147,1,Inf,183.67244,-125.74343,-188.76448,-116.35365
1,0,NaN,.0000000,148,1,Inf,7.9302559,-10.832688,-146.27674,13.845252
1,0,NaN,.0000000,149,1,Inf,77.697249,-58.409050,-158.35950,-48.653919
1,0,NaN,.0000000,150,1,Inf,97.020189,-69.660252,-119.90483,-65.123953
1,0,NaN,.28632541,151,2,Inf,84.733029,-54.470828,-123.56234,-43.572496
1,0,NaN,.0000000,152,2,Inf,180.72329,-113.30409,-121.17750,-112.11292
1,0,NaN,.0000000,153,1,Inf,116.85044,-66.669731,-100.58444,-49.277533
1,0,NaN,.0000000,154,1,Inf,244.37483,-149.39740,-147.96120,-137.80507
1,0,NaN,.0000000,155,1,Inf,326.08767,-202.55974,-135.35078,-205.45417
1,0,NaN,.0000000,156,1,Inf,437.29756,-277.94033,-167.76512,-283.33301
1,0,NaN,.0000000,157,1,Inf,485.66526,-304.87483,-137.89243,-328.29513
1,0,NaN,.0000000,158,1,Inf,385.93105,-240.79607,-157.02871,-251.18120
1,0,NaN,.0000000,159,1,Inf,255.51091,-152.98290,-100.54778,-162.03036
1,0,NaN,.0000000,160,1,Inf,280.70711,-168.47319,-126.77739,-156.93851
1,0,NaN,.0000000,161,1,Inf,106.62808,-58.666709,-101.13007,-25.165816
1,0,NaN,.0000000,162,2,Inf,224.58377,-134.44862,-174.57384,-89.445086
1,0,NaN,.0000000,163,1,Inf,200.00928,-123.66835,-204.01472,-55.814460
1,0,NaN,.0000000,164,1,Inf,432.28258,-276.26088,-229.88692,-244.06308
1,0,NaN,.27006154,165,1,Inf,502.67998,-315.54103,-193.62160,-304.06838
1,0,NaN,.0000000,166,1,Inf,515.76093,-325.80791,-177.50053,-328.25695
1,0,NaN,.0000000,167,1,Inf,515.80871,-324.44930,-134.98163,-338.79425
1,0,NaN,.0000000,168,3,Inf,468.08303,-297.09083,-129.51894,-304.17003
1,0,NaN,.0000000,169,1,Inf,393.85893,-253.39005,-79.180950,-248.40126
1,0,NaN,.0000000,170,1,Inf,268.40971,-174.61445,-44.851047,-179.28360
1,0,NaN,.0000000,171,2,Inf,210.67699,-133.44342,40.801249,-156.13233
1,0,NaN,.0000000,172,1,Inf,344.94831,-220.24613,74.851686,-278.19954
1,0,NaN,.0000000,173,3,Inf,184.33009,-118.41503,116.68043,-167.08009
1,0,NaN,.0000000,174,1,Inf,330.03670,-211.32856,126.32611,-293.85930
1,0,NaN,.0000000,175,1,Inf,318.91014,-204.64661,165.93677,-299.13387
1,0,NaN,.16267952,176,1,Inf,256.08265,-164.53131,155.90743,-232.99225
1,0,NaN,.0000000,177,2,Inf,404.09781,-263.16368,166.07922,-346.43499
1,0,NaN,.0000000,178,4,Inf,416.82569,-272.63168,199.26133,-387.47220
1,0,NaN,.0000000,179,1,Inf,269.77626,-179.54551,268.59714,-313.05234
1,0,NaN,.0000000,180,1,Inf,226.51535,-154.72595,196.61305,-252.13232
1,0,NaN,.0000000,181,1,Inf,482.56729,-317.62630,159.28764,-431.39221
1,0,NaN,.0000000,182,1,Inf,332.38492,-226.03767,125.87647,-317.67313
1,0,NaN,.0000000,183,2,Inf,469.25163,-313.31992,189.69698,-434.68479
1,0,NaN,.0000000,184,1,Inf,321.22885,-218.91744,222.34113,-331.61635
1,0,NaN,.25286631,185,5,Inf,503.41626,-333.54089,109.98657,-455.63120
1,0,NaN,.0000000,186,3,Inf,348.80023,-233.04516,99.995221,-337.15910
1,0,NaN,.0000000,187,1,Inf,125.10165,-86.899785,47.298657,-153.33789
1,0,NaN,.0000000,188,2,Inf,109.64848,-80.058135,23.922677,-139.28901
1,0,NaN,.0000000,189,1,Inf,275.83860,-179.81356,18.646333,-259.68505
1,0,NaN,.0000000,190,1,Inf,222.82148,-143.48285,22.751019,-207.19173
1,0,NaN,.0000000,191,1,Inf,402.60434,-258.40965,8.7126314,-348.65601
1,0,NaN,.0000000,192,1,Inf,462.96970,-296.04544,-54.197038,-379.67205
1,0,NaN,.0000000,193,1,Inf,231.76122,-146.33903,-96.857577,-182.44840
1,0,NaN,.0000000,194,1,Inf,98.947032,-57.288628,-32.389523,-89.396705
1,0,NaN,.78533868E-01,195,4,Inf,441.09698,-279.43119,65.033817,-388.05329
1,0,NaN,.0000000,196,4,Inf,187.69185,-121.91059,172.70989,-246.47776
1,0,NaN,.0000000,197,1,Inf,205.10611,-131.12057,121.64997,-248.93554
1,0,NaN,.0000000,198,1,Inf,347.03431,-224.56810,179.88306,-399.05472
1,0,NaN,.0000000,199,1,Inf,332.45041,-217.56550,154.31129,-377.46591
1,0,NaN,.0000000,200,1,Inf,290.01567,-191.76010,185.88736,-352.55251
1,0,NaN,.0000000,201,3,Inf,487.75923,-318.19652,81.953527,-463.89528
1,0,NaN,.0000000,202,1,Inf,240.87094,-146.68277,4.6443043,-213.31978
1,0,NaN,.0000000,203,1,Inf,277.45627,-169.61369,-12.530139,-239.55893
1,0,NaN,.15550476,204,6,Inf,107.33929,-63.476900,30.477047,-125.78615
1,0,NaN,.0000000,205,1,Inf,378.69155,-235.72243,121.10674,-343.39391
1,0,NaN,.0000000,206,1,Inf,383.04134,-233.69325,-52.828437,-297.27844
1,0,NaN,.0000000,207,1,Inf,421.66022,-258.27890,11.817008,-364.24524
1,0,NaN,.0000000,208,1,Inf,295.85389,-173.07398,7.2885265,-260.75016
1,0,NaN,.0000000,209,2,Inf,313.51426,-188.25566,109.72258,-309.48930
1,0,NaN,.0000000,210,2,Inf,336.31461,-210.28002,161.15207,-351.85479
1,0,NaN,.0000000,211,2,Inf,136.81777,-79.296767,93.863418,-164.13304
1,0,NaN,.11765869,212,1,Inf,395.90883,-248.01675,18.705444,-342.72525
1,0,NaN,.0000000,213,3,Inf,524.05831,-330.50512,77.876377,-472.78289
1,0,NaN,.0000000,214,1,Inf,496.19165,-312.37287,136.87898,-498.04851
1,0,NaN,.0000000,215,2,Inf,197.22664,-119.34183,150.59652,-260.58303
1,0,NaN,.0000000,216,1,Inf,300.73681,-186.52160,79.216061,-308.90871
1,0,NaN,.0000000,217,1,Inf,252.42877,-154.28175,34.130915,-222.81750
1,0,NaN,.0000000,218,1,Inf,312.71085,-190.48185,66.274750,-307.90511
1,0,NaN,.0000000,219,1,Inf,520.26547,-324.81463,149.28252,-492.82181
1,0,NaN,.0000000,220,2,Inf,486.03905,-301.55714,218.12835,-480.24851
1,0,NaN,.0000000,221,1,Inf,547.66642,-336.54826,192.23951,-544.81026
1,0,NaN,.0000000,222,2,Inf,446.16942,-271.02995,246.04795,-484.37257
1,0,NaN,.14396273,223,1,Inf,493.82537,-302.31106,251.28431,-518.22770
1,0,NaN,.0000000,224,1,Inf,549.10104,-331.54736,151.42894,-514.91800
1,0,NaN,.0000000,225,1,Inf,247.60262,-133.66379,16.054033,-203.45250
1,0,NaN,.0000000,226,1,Inf,373.53463,-222.11265,49.578451,-311.43952
1,0,NaN,.0000000,227,2,Inf,323.82933,-191.00212,91.035948,-280.61114
1,0,NaN,.0000000,228,3,Inf,554.04615,-342.24343,56.216320,-461.33420
1,0,NaN,.0000000,229,1,Inf,481.92434,-300.06455,17.989810,-381.21291
1,0,NaN,.0000000,230,1,Inf,512.74174,-313.75149,-115.07181,-392.79792
1,0,NaN,.0000000,231,2,Inf,204.21557,-112.44757,-178.91576,-140.85703
1,0,NaN,.0000000,232,1,Inf,244.67328,-142.20587,-208.05610,-140.86527
1,0,NaN,.0000000,233,2,Inf,200.05802,-114.14450,-205.86387,-105.86206
1,0,NaN,.93256922E-01,234,1,Inf,371.94697,-222.10068,-30.652985,-283.44269
1,0,NaN,.0000000,235,1,Inf,247.72597,-139.78554,-5.9470286,-191.75919
1,0,NaN,.0000000,236,2,Inf,57.974988,-12.861799,-122.35225,-2.1013877
1,0,NaN,.0000000,237,1,Inf,345.77565,-194.91144,44.367142,-315.51518
1,0,NaN,.0000000,238,1,Inf,419.98426,-249.37004,29.410115,-351.96189
1,0,NaN,.0000000,239,2,Inf,185.06719,-82.630207,114.13894,-210.65475
1,0,NaN,.0000000,240,2,Inf,161.93548,-67.539014,15.175137,-152.45832
1,0,NaN,.0000000,241,1,Inf,233.53345,-104.10439,-61.777004,-172.63731
1,0,NaN,.0000000,242,2,Inf,113.27264,-16.128061,-230.49265,-3.3890175
1,0,NaN,.0000000,243,1,Inf,202.74672,-78.866249,-273.68703,-67.449045
1,0,NaN,.0000000,244,1,Inf,190.93648,-80.113199,-450.93031,-8.1146318
1,0,NaN,.0000000,245,1,Inf,206.37597,-88.223574,-429.15783,-50.009938
1,0,NaN,.25427539,246,1,Inf,133.42333,-36.908766,-556.96667,67.503560
1,0,NaN,.0000000,247,1,Inf,310.76202,-154.93061,-362.51356,-158.28902
1,0,NaN,.0000000,248,1,Inf,290.80760,-145.68960,-303.31296,-160.67128
1,0,NaN,.0000000,249,2,Inf,257.66648,-97.429957,-247.55226,-193.68969
1,0,NaN,.0000000,250,1,Inf,277.55796,-101.84481,-340.77901,-170.16711
1,0,NaN,.0000000,251,1,Inf,230.29139,-83.875335,-172.78145,-204.92657
1,0,NaN,.0000000,252,1,Inf,290.72585,-107.39927,-195.30992,-243.61831
1,0,NaN,.0000000,253,1,Inf,241.13665,-83.735594,-212.81137,-224.80463
1,0,NaN,.0000000,254,1,Inf,419.82639,-208.84387,-180.55158,-397.74146
1,0,NaN,.0000000,255,1,Inf,229.40095,-78.222273,-131.57075,-295.40445
1,0,NaN,.0000000,256,1,Inf,286.26808,-97.193367,-230.22459,-315.17643
1,0,NaN,.0000000,257,2,Inf,203.80071,-51.075587,-133.60807,-292.38858
1,0,NaN,.0000000,258,1,Inf,186.11411,-42.786495,-227.46856,-254.64547
1,0,NaN,.0000000,259,1,Inf,142.41300,-17.337633,-387.97429,-148.21752
1,0,NaN,.35889454,260,2,Inf,198.13223,-49.910119,-459.81233,-172.66323
1,0,NaN,.0000000,261,1,Inf,163.19577,-30.831207,-578.12186,-97.231146
1,0,NaN,.0000000,262,1,Inf,455.96684,-197.16230,-638.95109,-315.54957
1,0,NaN,.0000000,263,2,Inf,620.14625,-321.31984,-413.47384,-519.61203
1,0,NaN,.0000000,264,1,Inf,382.15877,-188.25599,-399.04183,-302.26168
1,0,NaN,.0000000,265,1,Inf,237.09025,-63.560612,-369.14811,-249.53117
1,0,NaN,.0000000,266,1,Inf,328.63688,-134.65131,-277.65032,-333.27832
1,0,NaN,.0000000,267,1,Inf,244.14963,-97.285618,-230.58802,-251.26630
1,0,NaN,.0000000,268,1,Inf,459.27956,-220.73839,-378.59527,-379.84521
1,0,NaN,.0000000,269,3,Inf,473.96106,-238.50600,-401.70878,-361.60761
1,0,NaN,.0000000,270,1,Inf,412.11773,-196.96900,-324.76934,-307.53192
1,0,NaN,.0000000,271,1,Inf,538.86599,-251.89410,-335.13496,-489.95684
1,0,NaN,.17514465,272,2,Inf,504.24425,-224.89180,-368.89955,-429.00555
1,0,NaN,.0000000,273,1,Inf,554.30930,-235.18846,-494.17610,-466.10011
1,0,NaN,.0000000,274,1,Inf,514.64576,-181.56345,-646.23466,-429.47557
1,0,NaN,.0000000,275,1,Inf,469.38533,-134.58223,-804.34420,-362.27353
1,0,NaN,.0000000,276,1,Inf,285.67259,-66.848781,-477.58672,-216.00668
1,0,NaN,.0000000,277,1,Inf,237.71054,-42.654724,-652.80731,-73.338550
1,0,NaN,.0000000,278,1,Inf,298.68561,-74.589997,-567.94180,-165.05411
1,0,NaN,.0000000,279,1,Inf,536.75205,-235.93353,-561.14897,-353.45216
1,0,NaN,.0000000,280,1,Inf,520.57261,-252.18567,-635.84301,-325.09281
1,0,NaN,.0000000,281,1,Inf,353.42291,-187.81046,-599.65515,-148.79616
1,0,NaN,.0000000,282,2,Inf,544.70589,-317.83240,-628.86991,-257.74136
1,0,NaN,.0000000,283,1,Inf,576.12343,-330.94162,-728.44296,-267.95978
1,0,NaN,.0000000,284,2,Inf,214.63735,-91.098543,-855.65568,59.949874
1,0,NaN,.16499752,285,1,Inf,186.39659,-121.34789,-552.40079,96.684171
1,0,NaN,.0000000,286,1,Inf,306.03276,-159.12721,-571.38273,-92.212699
1,0,NaN,.0000000,287,2,Inf,223.59955,-63.010621,-938.90034,40.743505
1,0,NaN,.0000000,288,1,Inf,11.112466,-4.5521253,-350.96058,96.758077
1,0,NaN,.0000000,289,2,Inf,41.107691,-20.780825,-174.20933,15.835577
1,0,NaN,.0000000,290,1,Inf,46.882231,-5.1125292,-178.15415,-9.0050346
1,0,NaN,.0000000,291,1,Inf,348.63471,-203.24496,-187.49086,-271.04035
1,0,NaN,.0000000,292,1,Inf,355.78093,-194.49882,-331.25623,-242.65805
1,0,NaN,.0000000,293,1,Inf,112.77510,-73.898780,-275.14636,-30.736740
1,0,NaN,.0000000,294,1,Inf,246.96213,-154.84451,-188.14329,-174.60586
1,0,NaN,.0000000,295,1,Inf,168.44949,-109.36460,-231.92421,-100.26137
1,0,NaN,.0000000,296,1,Inf,153.21256,-119.41846,-313.34663,-85.706528
1,0,NaN,.10373477,297,3,Inf,108.06748,-93.409901,-465.28196,-16.352932
1,0,NaN,.0000000,298,1,Inf,173.67846,-137.31182,-206.33464,-168.72528
1,0,NaN,.0000000,299,1,Inf,26.897871,-42.093257,-361.33196,3.9671951
1,0,NaN,.0000000,300,3,Inf,-26.766049,-6.5725748,-423.26446,59.668988
1,0,NaN,.0000000,301,1,Inf,174.95191,-99.472385,-571.68206,-68.864601
1,0,NaN,.0000000,302,1,Inf,162.47310,-120.66459,-373.85920,-104.47525
1,0,NaN,.0000000,303,3,Inf,-27.599287,-33.970514,-474.11363,101.91886
1,0,NaN,.0000000,304,1,Inf,161.22167,-126.59811,-583.10545,-14.621570
1,0,NaN,.0000000,305,1,Inf,325.36880,-213.40401,-521.24602,-187.25613
1,0,NaN,.0000000,306,1,Inf,591.19919,-335.31944,-740.27393,-376.48283
1,0,NaN,.0000000,307,1,Inf,562.35277,-285.82181,-1121.3219,-292.72368
1,0,NaN,.17873629,308,3,Inf,307.51683,-92.237835,-1204.7853,-80.780177
1,0,NaN,.0000000,309,2,Inf,259.83204,-64.133522,-1159.2731,-7.1636010
