ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,meanG,logStdG,meanC,logStdC
1,0,.17910448,.0000000,23,1,Inf,13.826138,-.87562452,-2.5311280,-18.870583
1,0,.18248175,.0000000,25,3,Inf,21.086978,-.49337145,-5.7053675,-27.335380
1,0,.18705036,.0000000,26,2,Inf,21.687057,-.37447800,-6.5753432,-27.184854
1,0,.19285714,.0000000,27,1,Inf,21.519595,-.62231926,-6.8983517,-25.929590
1,0,.19718310,.0000000,28,2,Inf,26.149260,-.99657134E-01,-9.2359534,-31.370560
1,0,.20279720,.0000000,29,1,Inf,25.576594,-.80168403,-8.5387238,-30.067021
1,0,.20833333,.33770788,30,1,Inf,29.096003,-.69200300,-9.7759735,-34.146766
1,0,.21379310,.0000000,31,1,Inf,32.342045,-.68406094,-10.741316,-37.687839
1,0,.21917808,.0000000,32,1,Inf,31.575609,-.74174752,-10.200792,-37.321852
1,0,.22448980,.0000000,33,1,Inf,39.688345,-.41617583,-13.846547,-45.924410
1,0,.22972973,.0000000,34,1,Inf,39.210145,-.45831989,-14.038892,-44.803877
1,0,.23489933,.0000000,35,1,Inf,47.499991,-.35529787E-01,-18.060198,-53.514802
1,0,.24000000,.0000000,36,1,Inf,45.892588,-.58356834,-16.766119,-51.855089
1,0,.24503311,.0000000,37,1,Inf,37.664025,-1.0253640,-12.888285,-43.030063
1,0,.25000000,.0000000,38,1,Inf,34.532200,-1.8500601,-10.756606,-39.351410
1,0,.25490196,.0000000,39,1,Inf,49.216445,-2.4604071,-15.923060,-55.295812
1,0,.25974026,.0000000,40,1,Inf,40.852239,-2.7362755,-11.882622,-46.832882
1,0,.26451613,.0000000,41,1,Inf,45.324838,-4.8555554,-11.172490,-50.812705
1,0,.26923077,.0000000,42,1,Inf,40.288808,-4.9577836,-9.4046077,-44.710671
1,0,.27388535,.0000000,43,1,Inf,38.331338,-4.5017708,-9.3559438,-42.678013
1,0,.27848101,.0000000,44,1,Inf,46.044260,-3.6464780,-13.264903,-51.557218
1,0,.28301887,.0000000,45,1,Inf,44.800691,-4.1981071,-11.923860,-50.339591
1,0,.28750000,.40779173,46,1,Inf,43.432121,-3.5413871,-11.852316,-49.027847
1,0,.29192547,.0000000,47,1,Inf,71.832728,-4.5911374,-21.741726,-79.170481
1,0,.29629630,.0000000,48,1,Inf,83.952982,-5.3353108,-26.043952,-91.763827
1,0,.30061350,.0000000,49,1,Inf,89.680149,-4.8122257,-29.514208,-97.481281
1,0,.30487805,.0000000,50,1,Inf,93.508684,-5.0217845,-30.815026,-101.54233
1,0,.30909091,.0000000,51,1,Inf,100.01807,-4.4174258,-33.928726,-109.23317
1,0,.31325301,.0000000,52,1,Inf,107.32742,-2.6061628,-38.491865,-118.49979
1,0,.31736527,.0000000,53,1,Inf,116.47531,-2.5659404,-41.942260,-128.59274
1,0,.32142857,.0000000,54,1,Inf,103.45379,-3.2031949,-35.970522,-114.52710
1,0,.32544379,.0000000,55,1,Inf,108.45059,-3.9385751,-37.499423,-119.65469
1,0,.32941176,.0000000,56,1,Inf,116.83993,-4.9168091,-40.039390,-128.05588
1,0,.33333333,.0000000,57,1,Inf,107.11783,-3.2067785,-38.051857,-118.12154
1,0,.33720930,.0000000,58,1,Inf,95.290272,-3.1659592,-33.802657,-104.70378
1,0,.34104046,.0000000,59,1,Inf,103.39457,-2.9921452,-37.699796,-112.53980
1,0,.34482759,.0000000,60,1,Inf,106.29096,-4.0924878,-37.324987,-115.61186
1,0,.34857143,.0000000,61,1,Inf,105.91328,-4.3660860,-36.768960,-115.25046
1,0,.35227273,.43785693,62,1,Inf,102.08754,-2.9014264,-37.106279,-110.84426
1,0,.35593220,.0000000,63,1,Inf,142.19382,-3.9203504,-52.032980,-153.65256
1,0,.35955056,.0000000,64,1,Inf,148.71568,-4.4784828,-53.837719,-160.50042
1,0,.36312849,.0000000,65,1,Inf,183.07912,-6.0567353,-65.674535,-196.69685
1,0,.36666667,.0000000,66,1,Inf,186.91612,-4.4454421,-69.671934,-200.47015
1,0,.37016575,.0000000,67,1,Inf,193.34256,-2.9815477,-74.401602,-207.62740
1,0,.37362637,.0000000,68,1,Inf,225.49431,-5.7392478,-84.244525,-241.18649
1,0,.37704918,.0000000,69,1,Inf,237.63392,-4.9613860,-89.515833,-255.15610
1,0,.38043478,.0000000,70,1,Inf,271.14193,-6.2455884,-101.39292,-290.80077
1,0,.38378378,.0000000,71,1,Inf,270.95464,-5.5905765,-102.21024,-290.41742
1,0,.38709677,.0000000,72,1,Inf,298.46807,-7.0893660,-111.09718,-320.18074
1,0,.39037433,.0000000,73,1,Inf,278.78525,-6.3913988,-104.11803,-298.89568
1,0,.39361702,.0000000,74,1,Inf,275.58742,-8.0404826,-100.61497,-295.49603
1,0,.39682540,.0000000,75,1,Inf,229.52371,-5.7617369,-84.586837,-247.10020
1,0,.40000000,.0000000,76,1,Inf,211.96919,-5.6249945,-77.456342,-228.40390
1,0,.40314136,.0000000,77,1,Inf,224.26558,-5.9033507,-81.632415,-242.50555
1,0,.40625000,.44259521,78,1,Inf,285.10847,-8.6364070,-102.64417,-307.56435
1,0,.40932642,.0000000,79,1,Inf,343.91671,-11.186597,-123.67951,-369.65723
1,0,.41237113,.0000000,80,1,Inf,463.25066,-13.477635,-169.13699,-496.62215
1,0,.41538462,.0000000,81,1,Inf,551.02007,-15.387156,-202.26971,-590.25061
1,0,.41836735,.0000000,82,1,Inf,511.25651,-17.819457,-183.79589,-546.85093
1,0,.42131980,.0000000,83,1,Inf,455.65421,-17.270828,-162.47775,-486.05369
1,0,.42424242,.0000000,84,1,Inf,488.27807,-19.415664,-174.24778,-518.71595
1,0,.42713568,.0000000,85,1,Inf,610.83593,-22.845272,-220.74792,-647.21536
1,0,.43000000,.0000000,86,1,Inf,638.91934,-23.582199,-231.48297,-676.13391
1,0,.43283582,.0000000,87,1,Inf,622.20359,-21.403917,-227.24064,-658.62398
1,0,.43564356,.0000000,88,1,Inf,596.96785,-21.045706,-217.02451,-632.82078
1,0,.43842365,.0000000,89,1,Inf,621.68575,-21.368769,-226.61622,-659.12915
1,0,.44117647,.0000000,90,1,Inf,681.69437,-22.986656,-249.21066,-723.07798
1,0,NaN,.0000000,91,2,Inf,681.80511,-22.950760,-248.59572,-724.90371
1,0,NaN,.0000000,92,1,Inf,644.39044,-19.450089,-237.17708,-686.91901
1,0,NaN,.41772897,93,2,Inf,617.91527,-19.665410,-225.44710,-659.91626
1,0,NaN,.0000000,94,1,Inf,430.15717,-13.677051,-157.57980,-459.54914
1,0,NaN,.0000000,95,1,Inf,631.09880,-20.725582,-230.30006,-672.52604
1,0,NaN,.0000000,96,1,Inf,336.46751,-11.832158,-121.60079,-360.39692
1,0,NaN,.0000000,97,1,Inf,255.74228,-7.8856835,-92.765235,-276.27725
1,0,NaN,.0000000,98,2,Inf,166.71971,-5.9406265,-59.602217,-180.74503
1,0,NaN,.0000000,99,1,Inf,192.76778,-8.1830336,-66.162920,-210.38137
1,0,NaN,.0000000,100,1,Inf,77.577631,-2.9714194,-25.514997,-89.126145
1,0,NaN,.0000000,101,1,Inf,80.939708,-6.4823812,-23.312580,-90.557830
1,0,NaN,.0000000,102,1,Inf,208.42977,-12.708008,-68.189249,-223.67765
1,0,NaN,.0000000,103,1,Inf,-9.4378829,-5.1604377,11.371479,7.4669510
1,0,NaN,.0000000,104,1,Inf,170.50940,-9.9140657,-55.733137,-183.41403
1,0,NaN,.0000000,105,1,Inf,373.64203,-15.621859,-131.60141,-398.33350
1,0,NaN,.0000000,106,1,Inf,170.57142,-9.7140269,-56.231633,-183.65454
1,0,NaN,.15560006,107,1,Inf,216.44376,-10.533271,-74.285178,-231.59092
1,0,NaN,.0000000,108,1,Inf,215.89279,-10.500516,-74.614170,-230.53713
1,0,NaN,.0000000,109,1,Inf,575.61006,-23.228814,-205.77044,-609.70824
1,0,NaN,.0000000,110,1,Inf,665.04919,-26.502998,-237.90298,-704.47048
1,0,NaN,.0000000,111,1,Inf,646.85036,-30.376171,-226.51954,-682.89441
1,0,NaN,.0000000,112,1,Inf,607.29945,-30.183810,-210.47704,-641.43039
1,0,NaN,.0000000,113,1,Inf,597.38919,-32.320643,-204.92667,-628.42218
1,0,NaN,.0000000,114,1,Inf,502.22079,-27.910574,-170.99846,-528.79929
1,0,NaN,.0000000,115,1,Inf,353.31905,-22.425879,-116.66830,-371.88425
1,0,NaN,.0000000,116,1,Inf,494.45930,-26.306899,-170.42573,-519.82477
1,0,NaN,.0000000,117,2,Inf,604.84777,-30.620628,-209.35060,-638.65120
1,0,NaN,.0000000,118,1,Inf,524.46406,-27.930706,-179.79021,-553.53215
1,0,NaN,.0000000,119,1,Inf,342.79414,-22.582155,-112.13296,-361.66806
1,0,NaN,.0000000,120,1,Inf,610.04470,-31.104039,-210.30641,-644.67903
1,0,NaN,.31452243,121,2,Inf,619.47369,-29.816509,-216.29930,-653.93481
1,0,NaN,.0000000,122,1,Inf,303.79608,-17.058885,-101.81787,-323.11782
1,0,NaN,.0000000,123,2,Inf,308.26013,-15.640204,-105.38578,-328.76877
1,0,NaN,.0000000,124,1,Inf,214.04667,-11.214810,-71.710753,-229.80113
1,0,NaN,.0000000,125,2,Inf,542.90155,-24.903688,-189.19145,-576.93646
1,0,NaN,.0000000,126,1,Inf,320.30415,-12.926451,-112.80987,-343.39990
1,0,NaN,.0000000,127,1,Inf,510.70900,-19.880388,-182.42722,-543.23791
1,0,NaN,.0000000,128,1,Inf,539.05042,-18.996549,-194.17511,-575.23601
1,0,NaN,.0000000,129,1,Inf,467.87882,-13.633462,-170.58333,-502.28683
1,0,NaN,.0000000,130,1,Inf,451.84121,-14.677444,-162.98190,-484.50255
1,0,NaN,.0000000,131,2,Inf,216.63211,-6.9481201,-76.166617,-236.47927
1,0,NaN,.0000000,132,1,Inf,221.07557,-11.104052,-73.495678,-240.18649
1,0,NaN,.0000000,133,1,Inf,292.42936,-12.420805,-100.68296,-316.50416
1,0,NaN,.94952056E-01,134,2,Inf,486.34239,-18.738625,-172.65691,-520.44428
1,0,NaN,.0000000,135,1,Inf,414.35788,-16.531321,-146.13308,-443.36239
1,0,NaN,.0000000,136,1,Inf,270.77204,-13.845873,-91.037980,-290.69339
1,0,NaN,.0000000,137,1,Inf,375.15531,-20.768051,-126.39794,-397.78612
1,0,NaN,.0000000,138,1,Inf,370.62124,-20.105792,-126.58367,-391.47771
1,0,NaN,.0000000,139,1,Inf,491.62855,-25.008031,-170.00729,-519.18198
1,0,NaN,.0000000,140,1,Inf,350.72049,-17.373506,-122.21950,-370.23024
1,0,NaN,.0000000,141,1,Inf,330.66108,-18.252239,-112.71695,-348.43756
1,0,NaN,.0000000,142,1,Inf,191.74766,-14.245104,-61.342143,-201.15777
1,0,NaN,.0000000,143,1,Inf,295.95499,-17.619719,-99.355146,-310.72005
1,0,NaN,.0000000,144,1,Inf,-27.046775,-5.9501411,19.147786,28.371597
1,0,NaN,.0000000,145,3,Inf,-88.609202,-4.5552125,41.992031,94.363284
1,0,NaN,.0000000,146,1,Inf,78.775264,-9.7746573,-19.789423,-82.784798
1,0,NaN,.86577733E-01,147,1,Inf,76.623390,-8.1256814,-20.201803,-81.428378
1,0,NaN,.0000000,148,1,Inf,-91.712688,.23518554,38.955621,94.415027
1,0,NaN,.0000000,149,1,Inf,-143.39603,.56692419,59.348196,149.87100
1,0,NaN,.0000000,150,1,Inf,-233.25583,1.7153649,94.075641,245.91821
1,0,NaN,.0000000,151,1,Inf,-147.20080,-2.7262240,64.248439,155.20892
1,0,NaN,.0000000,152,3,Inf,-174.08261,-4.0436320,75.644796,185.84942
1,0,NaN,.0000000,153,1,Inf,127.34843,-13.650733,-36.399238,-131.88984
1,0,NaN,.0000000,154,1,Inf,-8.8245412,-8.3318659,12.858267,11.404385
1,0,NaN,.0000000,155,1,Inf,-51.274005,-6.3804027,28.034691,55.874131
1,0,NaN,.0000000,156,1,Inf,-52.223793,-10.064676,32.625429,57.769778
1,0,NaN,.0000000,157,4,Inf,-193.18690,-3.1587636,81.607114,206.11310
1,0,NaN,.12421786,158,1,Inf,-288.60428,1.7704312,114.35021,306.73851
1,0,NaN,.0000000,159,1,Inf,-111.93288,-4.5606761,50.078982,119.02631
1,0,NaN,.0000000,160,1,Inf,-.56800213,-14.278958,15.807047,3.5753800
1,0,NaN,.0000000,161,1,Inf,163.08833,-23.466600,-38.334911,-170.51035
1,0,NaN,.0000000,162,1,Inf,59.608651,-21.107868,-.45184557E-01,-60.195287
1,0,NaN,.0000000,163,1,Inf,-118.21410,-13.630060,63.014636,128.41506
1,0,NaN,.0000000,164,1,Inf,-338.83152,-7.0343569,145.34689,359.88780
1,0,NaN,.0000000,165,1,Inf,-370.67598,-5.6753964,156.13979,394.09912
1,0,NaN,.0000000,166,1,Inf,-320.89651,-8.3528271,138.96726,341.87049
1,0,NaN,.0000000,167,2,Inf,-251.87058,-5.5241906,107.91378,266.91034
1,0,NaN,.0000000,168,1,Inf,-195.86977,-6.5505337,85.714274,208.43588
1,0,NaN,.0000000,169,1,Inf,-251.65174,-8.6483117,109.61016,270.31552
1,0,NaN,.0000000,170,1,Inf,-222.16021,-6.9617325,96.316611,236.91034
1,0,NaN,.0000000,171,1,Inf,-206.75605,-4.9936019,88.574101,218.88567
1,0,NaN,.0000000,172,1,Inf,-193.41610,-10.318947,88.112484,208.08137
1,0,NaN,.33096648,173,1,Inf,-226.95224,.75317818,89.950539,238.38031
1,0,NaN,.0000000,174,1,Inf,-218.57060,.36703572,86.807082,229.35254
1,0,NaN,.0000000,175,1,Inf,28.133466,-13.337853,1.8780651,-29.131298
1,0,NaN,.0000000,176,1,Inf,46.729966,-20.816171,1.9632079,-45.986796
1,0,NaN,.0000000,177,1,Inf,-91.226518,-14.276329,50.988958,97.976810
1,0,NaN,.0000000,178,1,Inf,71.988750,-18.317190,-10.251045,-74.571506
1,0,NaN,.0000000,179,1,Inf,86.420261,-25.365046,-8.6162808,-86.467156
1,0,NaN,.0000000,180,1,Inf,292.46564,-29.100485,-88.281096,-303.91865
1,0,NaN,.0000000,181,1,Inf,365.76362,-31.445534,-114.93639,-382.62961
1,0,NaN,.0000000,182,1,Inf,-8.2515408,-24.121183,26.680797,15.645158
1,0,NaN,.0000000,183,1,Inf,-110.58763,-23.472633,68.485491,122.60342
1,0,NaN,.0000000,184,1,Inf,-9.8545024,-21.425292,25.450979,14.762500
1,0,NaN,.0000000,185,1,Inf,148.49233,-26.567969,-32.952782,-152.46963
1,0,NaN,.0000000,186,1,Inf,344.31322,-29.140215,-108.22371,-362.31455
1,0,NaN,.0000000,187,2,Inf,602.89303,-31.330367,-209.19629,-639.00517
1,0,NaN,.28018213,188,3,Inf,614.85520,-33.275440,-212.81247,-650.08608
1,0,NaN,.0000000,189,1,Inf,475.73308,-32.900999,-158.82593,-499.21989
1,0,NaN,.0000000,190,1,Inf,520.39147,-37.651239,-170.14042,-548.16661
1,0,NaN,.0000000,191,1,Inf,399.29539,-36.345234,-122.92015,-418.76264
1,0,NaN,.0000000,192,1,Inf,535.84635,-43.008471,-170.33036,-562.57756
1,0,NaN,.0000000,193,1,Inf,345.49732,-29.079035,-108.93490,-363.92571
1,0,NaN,.0000000,194,1,Inf,408.60012,-23.467953,-138.45774,-433.51431
1,0,NaN,.0000000,195,1,Inf,256.10416,-19.991823,-80.885058,-270.65158
1,0,NaN,.0000000,196,1,Inf,131.97817,-21.239290,-30.206322,-137.68140
1,0,NaN,.0000000,197,1,Inf,330.35440,-31.816906,-98.098381,-347.24123
1,0,NaN,.0000000,198,1,Inf,297.50827,-36.602415,-80.660280,-310.73613
1,0,NaN,.0000000,199,1,Inf,483.71450,-42.518675,-148.18824,-508.03034
1,0,NaN,.0000000,200,1,Inf,305.39571,-39.506967,-77.884938,-319.45225
1,0,NaN,.14235576,201,3,Inf,676.95159,-44.590331,-222.02806,-713.36846
1,0,NaN,.0000000,202,2,Inf,503.21053,-33.334121,-164.47150,-532.45042
1,0,NaN,.0000000,203,1,Inf,358.81637,-34.632781,-103.82266,-376.37402
1,0,NaN,.0000000,204,1,Inf,594.70994,-30.465628,-201.82262,-630.81312
1,0,NaN,.0000000,205,1,Inf,309.07995,-15.672004,-101.71763,-330.95767
1,0,NaN,.0000000,206,1,Inf,204.60815,-26.238864,-48.369598,-214.03307
1,0,NaN,.0000000,207,1,Inf,-3.1151927,-18.717281,27.416472,5.0189277
1,0,NaN,.0000000,208,1,Inf,17.076773,-14.589214,16.238051,-20.501826
1,0,NaN,.0000000,209,1,Inf,421.11353,-21.400617,-139.03855,-451.38886
1,0,NaN,.0000000,210,1,Inf,653.68407,-23.082396,-231.16809,-699.64770
1,0,NaN,.0000000,211,1,Inf,351.00962,-11.032517,-122.89211,-379.42099
1,0,NaN,.0000000,212,1,Inf,535.29515,-23.800534,-185.12942,-569.27173
1,0,NaN,.0000000,213,1,Inf,409.90991,-23.413072,-135.32759,-437.57544
1,0,NaN,.0000000,214,1,Inf,461.09090,-22.328579,-156.84281,-494.06475
1,0,NaN,.19875161,215,1,Inf,538.48020,-21.617003,-190.15282,-576.48363
1,0,NaN,.0000000,216,1,Inf,40.875745,1.8862213,-16.515118,-54.938262
1,0,NaN,.0000000,217,1,Inf,222.20056,-.49519011,-86.667515,-250.33407
1,0,NaN,.0000000,218,1,Inf,342.37387,-7.5546333,-126.77292,-378.75521
1,0,NaN,.0000000,219,2,Inf,399.29560,-2.1324052,-155.11463,-441.71173
1,0,NaN,.0000000,220,3,Inf,254.41461,-.16140702E-01,-99.661653,-285.55032
1,0,NaN,.0000000,221,3,Inf,203.15993,-.84481080,-78.321443,-230.33171
1,0,NaN,.0000000,222,1,Inf,549.78605,-3.6213599,-215.21448,-601.11188
1,0,NaN,.0000000,223,3,Inf,573.50631,-1.5275291,-226.47811,-627.57433
1,0,NaN,.31470963,224,1,Inf,590.05979,-10.079759,-223.85644,-641.70332
1,0,NaN,.0000000,225,1,Inf,210.79722,1.3751796,-83.666399,-238.96321
1,0,NaN,.0000000,226,2,Inf,241.39075,-3.3105656,-90.727370,-271.34971
1,0,NaN,.0000000,227,1,Inf,163.44442,1.6103833,-66.244772,-186.86410
1,0,NaN,.0000000,228,2,Inf,634.44337,.84606651,-253.82441,-693.15311
1,0,NaN,.0000000,229,2,Inf,526.22548,1.7833649,-210.61930,-581.63627
1,0,NaN,.0000000,230,2,Inf,557.19163,-9.3314273,-213.57963,-604.86333
1,0,NaN,.0000000,231,2,Inf,635.57433,-22.404561,-232.84713,-684.17947
1,0,NaN,.0000000,232,1,Inf,569.18400,-27.811773,-200.92766,-608.38417
1,0,NaN,.0000000,233,1,Inf,487.14100,-24.791195,-172.71482,-521.14274
1,0,NaN,.0000000,234,1,Inf,614.68650,-17.671876,-229.22909,-660.41310
1,0,NaN,.14089139,235,1,Inf,621.93236,-17.122415,-233.57228,-665.52579
1,0,NaN,.0000000,236,2,Inf,604.02160,-13.732352,-231.83636,-645.50736
1,0,NaN,.0000000,237,3,Inf,540.36507,-22.168543,-199.20520,-576.45620
1,0,NaN,.0000000,238,1,Inf,688.52338,-25.934102,-254.19722,-732.22004
1,0,NaN,.0000000,239,1,Inf,390.49959,-21.973418,-138.20785,-411.91572
1,0,NaN,.0000000,240,1,Inf,338.40357,-15.046717,-123.08281,-360.17235
1,0,NaN,.0000000,241,2,Inf,545.52704,-16.664311,-206.02643,-581.12545
1,0,NaN,.0000000,242,1,Inf,500.75299,-22.501966,-180.99469,-530.56432
1,0,NaN,.0000000,243,1,Inf,645.67520,-18.395886,-243.52341,-684.89818
1,0,NaN,.0000000,244,1,Inf,349.70658,-2.8022149,-140.48364,-377.25105
1,0,NaN,.14335347,245,3,Inf,283.30631,1.1698457,-117.61719,-308.43939
1,0,NaN,.0000000,246,1,Inf,330.34696,-3.2333595,-133.12717,-357.17539
1,0,NaN,.0000000,247,2,Inf,165.85965,.95222261,-71.864215,-178.12403
1,0,NaN,.0000000,248,1,Inf,367.51560,-2.3490918,-151.84583,-391.01510
1,0,NaN,.0000000,249,2,Inf,475.57948,-13.518055,-184.00537,-499.56980
1,0,NaN,.0000000,250,1,Inf,149.26583,.17272494,-67.043283,-152.94296
1,0,NaN,.0000000,251,2,Inf,111.85093,-4.5579376,-46.575260,-107.92127
1,0,NaN,.0000000,252,1,Inf,-286.06131,-9.1430491,119.52293,324.26482
1,0,NaN,.0000000,253,1,Inf,-256.86791,-20.779395,120.44628,299.64645
1,0,NaN,.0000000,254,1,Inf,-423.77922,-14.109475,181.81271,470.03050
1,0,NaN,.0000000,255,2,Inf,-518.05827,-6.7268963,213.11768,571.87527
1,0,NaN,.0000000,256,1,Inf,-206.77292,-5.2489106,86.253790,232.86659
1,0,NaN,.17981904,257,1,Inf,127.67702,-12.397694,-42.793028,-120.79032
1,0,NaN,.0000000,258,1,Inf,426.07914,-16.554369,-157.21626,-444.86003
1,0,NaN,.0000000,259,1,Inf,373.84728,-26.531289,-126.86029,-385.22237
1,0,NaN,.0000000,260,1,Inf,342.48312,-42.993797,-96.602955,-342.05401
1,0,NaN,.0000000,261,1,Inf,328.72785,-40.972170,-92.718211,-330.77864
1,0,NaN,.0000000,262,1,Inf,-162.28786,-17.882962,80.191865,190.45790
1,0,NaN,.0000000,263,1,Inf,-127.12446,-16.664357,66.225053,147.23057
1,0,NaN,.0000000,264,1,Inf,185.11012,-32.078836,-43.799679,-184.03124
1,0,NaN,.0000000,265,1,Inf,68.065266,-14.536995,-12.758592,-69.582117
1,0,NaN,.0000000,266,1,Inf,87.000197,-8.1347362,-27.831297,-87.500606
1,0,NaN,.0000000,267,1,Inf,139.17571,.19977603,-56.607691,-146.51999
1,0,NaN,.0000000,268,1,Inf,344.65425,-9.2451124,-129.13062,-364.62232
1,0,NaN,.0000000,269,1,Inf,585.03594,-10.629573,-224.97232,-622.55909
1,0,NaN,.62126188E-01,270,4,Inf,652.23115,-2.2086237,-261.44295,-700.25557
1,0,NaN,.0000000,271,4,Inf,634.01387,-2.4627934,-251.73352,-685.41704
1,0,NaN,.0000000,272,2,Inf,517.57183,-6.4063062,-198.92187,-557.36839
1,0,NaN,.0000000,273,1,Inf,353.47961,.55881686,-141.68758,-382.10093
1,0,NaN,.0000000,274,1,Inf,482.13316,1.7751000,-190.55383,-527.03552
1,0,NaN,.0000000,275,4,Inf,499.02603,-2.6968172,-192.34099,-543.03748
1,0,NaN,.58886871E-01,276,7,Inf,501.92528,1.4604776,-194.23455,-554.85284
1,0,NaN,.0000000,277,2,Inf,364.22744,.18621176,-137.14913,-406.43118
1,0,NaN,.0000000,278,2,Inf,296.28759,-.51576256,-114.23577,-324.26613
1,0,NaN,.0000000,279,1,Inf,300.02935,-11.837874,-105.03781,-319.16196
1,0,NaN,.0000000,280,1,Inf,-99.563171,-10.458475,51.820125,112.05918
1,0,NaN,.0000000,281,1,Inf,27.462689,-18.945850,13.134252,-27.104489
1,0,NaN,.0000000,282,1,Inf,168.99839,-26.661020,-36.241247,-166.66702
1,0,NaN,.0000000,283,1,Inf,-.66304548,-27.327741,33.900997,15.478684
1,0,NaN,.0000000,284,2,Inf,562.69658,-49.947129,-167.50269,-580.70888
1,0,NaN,.0000000,285,1,Inf,625.48671,-61.013995,-177.65877,-642.22448
1,0,NaN,.10730552,286,2,Inf,459.46766,-45.451042,-128.11029,-473.43054
1,0,NaN,.0000000,287,1,Inf,308.50315,-26.516466,-85.461968,-322.04009
1,0,NaN,.0000000,288,1,Inf,685.15561,-42.061160,-218.72130,-724.40960
1,0,NaN,.0000000,289,1,Inf,652.00806,-40.556361,-205.31742,-688.83908
1,0,NaN,.0000000,290,1,Inf,563.00309,-48.314027,-163.84006,-587.31809
1,0,NaN,.0000000,291,1,Inf,630.08253,-62.906303,-172.91837,-657.22099
1,0,NaN,.0000000,292,1,Inf,202.95227,-51.636070,-15.196242,-201.28627
1,0,NaN,.0000000,293,1,Inf,500.50263,-48.989943,-136.25847,-523.47356
1,0,NaN,.0000000,294,1,Inf,280.38878,-36.301293,-61.826090,-290.30866
1,0,NaN,.0000000,295,1,Inf,451.43804,-35.971862,-132.36427,-474.70921
1,0,NaN,.0000000,296,1,Inf,-3.3043654,-25.794617,37.783165,10.867889
1,0,NaN,.0000000,297,1,Inf,473.05298,-34.047032,-145.27910,-499.76868
1,0,NaN,.0000000,298,1,Inf,417.71585,-29.433752,-125.34010,-448.86555
1,0,NaN,.0000000,299,1,Inf,255.41405,-38.824253,-48.334695,-270.74670
1,0,NaN,.17248656,300,2,Inf,152.49415,-42.423570,-.89118076,-152.17147
1,0,NaN,.0000000,301,1,Inf,124.34606,-50.031988,18.781790,-114.51794
1,0,NaN,.0000000,302,1,Inf,390.08885,-69.395403,-72.639159,-386.21243
1,0,NaN,.0000000,303,1,Inf,-60.791944,-41.048650,77.548787,78.347030
1,0,NaN,.0000000,304,1,Inf,210.44740,-44.154883,-26.811324,-210.99210
1,0,NaN,.0000000,305,1,Inf,11.117701,-48.186309,54.940573,9.8846537
1,0,NaN,.0000000,306,1,Inf,-176.71872,-25.807463,109.63388,198.39670
1,0,NaN,.0000000,307,1,Inf,-485.84678,-14.548985,221.96433,525.46578
1,0,NaN,.0000000,308,1,Inf,-454.57008,-18.039825,210.74547,492.66307
1,0,NaN,.0000000,309,1,Inf,-240.03417,-32.510068,141.63709,269.54661
