year, anomaly
1.839384615384615472e+03, -1.098000000000000087e+00
1.839461538461538566e+03, -7.630000000000000115e-01
1.839538461538461434e+03, 1.370000000000000107e-01
1.839615384615384528e+03, 1.170000000000000068e-01
1.839692307692307622e+03, -1.260999999999999899e+00
1.839769230769230717e+03, -1.137999999999999901e+00
1.839846153846153811e+03, -1.905999999999999917e+00
1.839923076923076906e+03, -2.492999999999999883e+00
1.840076923076923094e+03, 2.220000000000000029e-01
1.840153846153846189e+03, -9.789999999999999813e-01
1.840230769230769283e+03, -1.743999999999999995e+00
1.840307692307692378e+03, -7.489999999999999991e-01
1.840384615384615472e+03, -4.040000000000000258e-01
1.840461538461538566e+03, -8.400000000000000522e-02
1.840538461538461434e+03, 3.970000000000000195e-01
1.840615384615384528e+03, -8.040000000000000480e-01
1.840692307692307622e+03, -1.193000000000000060e+00
1.840769230769230717e+03, -1.834999999999999964e+00
1.840846153846153811e+03, -1.653000000000000025e+00
1.840923076923076906e+03, -1.389999999999999902e+00
1.841076923076923094e+03, -1.665000000000000036e+00
1.841153846153846189e+03, -7.389999999999999902e-01
1.841230769230769283e+03, -1.985000000000000098e+00
1.841307692307692378e+03, -1.756999999999999895e+00
1.841384615384615472e+03, -6.600000000000000311e-01
1.841461538461538566e+03, -4.079999999999999738e-01
1.841538461538461434e+03, 2.139999999999999958e-01
1.841615384615384528e+03, -2.290000000000000091e-01
1.841692307692307622e+03, -1.249000000000000110e+00
1.841769230769230717e+03, -7.580000000000000071e-01
1.841846153846153811e+03, -1.092999999999999972e+00
1.841923076923076906e+03, -7.840000000000000302e-01
1.842076923076923094e+03, -5.460000000000000409e-01
1.842153846153846189e+03, -1.519999999999999962e-01
1.842230769230769283e+03, 5.869999999999999662e-01
1.842307692307692378e+03, -1.930000000000000049e-01
1.842384615384615472e+03, -9.609999999999999654e-01
1.842461538461538566e+03, -9.479999999999999538e-01
1.842538461538461434e+03, -7.660000000000000142e-01
1.842615384615384528e+03, -5.889999999999999680e-01
1.842692307692307622e+03, -1.290999999999999925e+00
1.842769230769230717e+03, -1.205000000000000071e+00
1.842846153846153811e+03, -9.769999999999999796e-01
1.842923076923076906e+03, 3.760000000000000009e-01
1.843076923076923094e+03, 6.700000000000000400e-01
1.843153846153846189e+03, 7.349999999999999867e-01
1.843230769230769283e+03, -6.340000000000000080e-01
1.843307692307692378e+03, -7.419999999999999929e-01
1.843384615384615472e+03, -1.449999999999999956e+00
1.843461538461538566e+03, -9.589999999999999636e-01
1.843538461538461434e+03, -4.359999999999999987e-01
1.843615384615384528e+03, -5.440000000000000391e-01
1.843692307692307622e+03, -9.210000000000000409e-01
1.843769230769230717e+03, -9.030000000000000249e-01
1.843846153846153811e+03, -8.419999999999999707e-01
1.843923076923076906e+03, 6.600000000000000311e-01
1.844076923076923094e+03, -1.499999999999999944e-01
1.844153846153846189e+03, -8.189999999999999503e-01
1.844230769230769283e+03, -5.649999999999999467e-01
1.844307692307692378e+03, -9.080000000000000293e-01
1.844384615384615472e+03, -1.177000000000000046e+00
1.844461538461538566e+03, -8.020000000000000462e-01
1.844538461538461434e+03, -4.769999999999999796e-01
1.844615384615384528e+03, -7.369999999999999885e-01
1.844692307692307622e+03, -1.328999999999999959e+00
1.844769230769230717e+03, -8.519999999999999796e-01
1.844846153846153811e+03, -1.608999999999999986e+00
1.844923076923076906e+03, -1.784999999999999920e+00
1.845076923076923094e+03, 2.770000000000000240e-01
1.845153846153846189e+03, -1.477999999999999980e+00
1.845230769230769283e+03, -7.289999999999999813e-01
1.845307692307692378e+03, -4.989999999999999991e-01
1.845384615384615472e+03, -1.006000000000000005e+00
1.845461538461538566e+03, -7.149999999999999689e-01
1.845538461538461434e+03, -1.700000000000000122e-01
1.845615384615384528e+03, -3.930000000000000160e-01
1.845692307692307622e+03, -9.310000000000000497e-01
1.845769230769230717e+03, -1.570000000000000062e+00
1.845846153846153811e+03, -9.060000000000000275e-01
1.845923076923076906e+03, -1.814000000000000057e+00
1.846076923076923094e+03, 1.098000000000000087e+00
1.846153846153846189e+03, 2.949999999999999845e-01
1.846230769230769283e+03, 1.062999999999999945e+00
1.846307692307692378e+03, -1.247999999999999998e+00
1.846384615384615472e+03, -5.040000000000000036e-01
1.846461538461538566e+03, 2.119999999999999940e-01
1.846538461538461434e+03, 6.320000000000000062e-01
1.846615384615384528e+03, 1.980000000000000093e-01
1.846692307692307622e+03, -5.520000000000000462e-01
1.846769230769230717e+03, -1.185999999999999943e+00
1.846846153846153811e+03, -6.860000000000000542e-01
1.846923076923076906e+03, 2.740000000000000213e-01
1.847076923076923094e+03, 2.500000000000000139e-02
1.847153846153846189e+03, 2.780000000000000249e-01
1.847230769230769283e+03, -1.671999999999999931e+00
1.847307692307692378e+03, -8.139999999999999458e-01
1.847384615384615472e+03, -1.048000000000000043e+00
1.847461538461538566e+03, -7.990000000000000435e-01
1.847538461538461434e+03, -1.049999999999999961e-01
1.847615384615384528e+03, -4.769999999999999796e-01
1.847692307692307622e+03, -6.630000000000000338e-01
1.847769230769230717e+03, -8.669999999999999929e-01
1.847846153846153811e+03, -1.630000000000000060e-01
1.847923076923076906e+03, -1.754999999999999893e+00
1.848076923076923094e+03, -2.100999999999999979e+00
1.848153846153846189e+03, 6.860000000000000542e-01
1.848230769230769283e+03, -7.059999999999999609e-01
1.848307692307692378e+03, -5.779999999999999583e-01
1.848384615384615472e+03, -1.044000000000000039e+00
1.848461538461538566e+03, -5.510000000000000453e-01
1.848538461538461434e+03, -1.290000000000000036e-01
1.848615384615384528e+03, -7.359999999999999876e-01
1.848692307692307622e+03, -1.280000000000000027e+00
1.848769230769230717e+03, -7.369999999999999885e-01
1.848846153846153811e+03, -9.160000000000000364e-01
1.848923076923076906e+03, -1.084000000000000075e+00
1.849076923076923094e+03, -1.950000000000000067e-01
1.849153846153846189e+03, -2.929999999999999827e-01
1.849230769230769283e+03, 1.469999999999999918e-01
1.849307692307692378e+03, -1.592000000000000082e+00
1.849384615384615472e+03, -1.403000000000000025e+00
1.849461538461538566e+03, -5.370000000000000329e-01
1.849538461538461434e+03, -9.800000000000000377e-02
1.849615384615384528e+03, -3.840000000000000080e-01
1.849692307692307622e+03, -1.167000000000000037e+00
1.849769230769230717e+03, -4.560000000000000164e-01
1.849846153846153811e+03, -3.000000000000000062e-03
1.849923076923076906e+03, -1.850999999999999979e+00
1.850076923076923094e+03, -1.719999999999999973e+00
1.850153846153846189e+03, 2.349999999999999867e-01
1.850230769230769283e+03, -3.760000000000000009e-01
1.850307692307692378e+03, -1.274999999999999911e+00
1.850384615384615472e+03, -1.546000000000000041e+00
1.850461538461538566e+03, -5.959999999999999742e-01
1.850538461538461434e+03, -6.700000000000000400e-02
1.850615384615384528e+03, -6.800000000000000488e-02
1.850692307692307622e+03, -8.050000000000000488e-01
1.850769230769230717e+03, -1.401000000000000023e+00
1.850846153846153811e+03, -1.250999999999999890e+00
1.850923076923076906e+03, -9.310000000000000497e-01
1.851076923076923094e+03, -9.099999999999999756e-02
1.851153846153846189e+03, -3.960000000000000187e-01
1.851230769230769283e+03, -1.219999999999999973e+00
1.851307692307692378e+03, -1.330999999999999961e+00
1.851384615384615472e+03, -3.099999999999999978e-01
1.851461538461538566e+03, -2.570000000000000062e-01
1.851538461538461434e+03, 1.019999999999999934e-01
1.851615384615384528e+03, -1.670000000000000095e-01
1.851692307692307622e+03, -4.430000000000000049e-01
1.851769230769230717e+03, -3.940000000000000169e-01
1.851846153846153811e+03, -1.183999999999999941e+00
1.851923076923076906e+03, -3.400000000000000244e-01
1.852076923076923094e+03, -7.799999999999999989e-02
1.852153846153846189e+03, -6.800000000000000488e-01
1.852230769230769283e+03, -1.592999999999999972e+00
1.852307692307692378e+03, -1.080999999999999961e+00
1.852384615384615472e+03, -1.660000000000000087e-01
1.852461538461538566e+03, -4.089999999999999747e-01
1.852538461538461434e+03, -7.399999999999999634e-02
1.852615384615384528e+03, -7.039999999999999591e-01
1.852692307692307622e+03, -7.720000000000000195e-01
1.852769230769230717e+03, -5.390000000000000346e-01
1.852846153846153811e+03, -1.508999999999999897e+00
1.852923076923076906e+03, 7.000000000000000666e-02
1.853076923076923094e+03, -7.269999999999999796e-01
1.853153846153846189e+03, -1.500999999999999890e+00
1.853230769230769283e+03, -1.175999999999999934e+00
1.853307692307692378e+03, -1.127999999999999892e+00
1.853384615384615472e+03, -4.869999999999999885e-01
1.853461538461538566e+03, -3.079999999999999960e-01
1.853538461538461434e+03, 1.859999999999999987e-01
1.853615384615384528e+03, -1.700000000000000122e-02
1.853692307692307622e+03, -4.919999999999999929e-01
1.853769230769230717e+03, -8.010000000000000453e-01
1.853846153846153811e+03, -1.054999999999999938e+00
1.853923076923076906e+03, -5.420000000000000373e-01
1.854076923076923094e+03, -1.249000000000000110e+00
1.854153846153846189e+03, -1.203000000000000069e+00
1.854230769230769283e+03, -4.839999999999999858e-01
1.854307692307692378e+03, -7.339999999999999858e-01
1.854384615384615472e+03, -2.929999999999999827e-01
1.854461538461538566e+03, -7.429999999999999938e-01
1.854538461538461434e+03, 2.210000000000000020e-01
1.854615384615384528e+03, -5.000000000000000278e-02
1.854692307692307622e+03, -6.400000000000000133e-01
1.854769230769230717e+03, 3.780000000000000027e-01
1.854846153846153811e+03, -2.999999999999999889e-01
1.854923076923076906e+03, -9.099999999999999756e-02
1.855076923076923094e+03, 3.029999999999999916e-01
1.855153846153846189e+03, 3.300000000000000155e-02
1.855230769230769283e+03, -4.779999999999999805e-01
1.855307692307692378e+03, 4.590000000000000191e-01
1.855384615384615472e+03, 7.000000000000000666e-02
1.855461538461538566e+03, -3.750000000000000000e-01
1.855538461538461434e+03, -4.500000000000000111e-01
1.855615384615384528e+03, -3.400000000000000244e-01
1.855692307692307622e+03, -9.080000000000000293e-01
1.855769230769230717e+03, -9.459999999999999520e-01
1.855846153846153811e+03, -9.689999999999999725e-01
1.855923076923076906e+03, -1.947999999999999954e+00
1.856076923076923094e+03, -1.489999999999999936e-01
1.856153846153846189e+03, -1.268999999999999906e+00
1.856230769230769283e+03, -1.104000000000000092e+00
1.856307692307692378e+03, -6.909999999999999476e-01
1.856384615384615472e+03, -7.449999999999999956e-01
1.856461538461538566e+03, 1.250000000000000000e-01
1.856538461538461434e+03, -2.630000000000000115e-01
1.856615384615384528e+03, -8.080000000000000515e-01
1.856692307692307622e+03, -1.183000000000000052e+00
1.856769230769230717e+03, -1.322000000000000064e+00
1.856846153846153811e+03, -9.769999999999999796e-01
1.856923076923076906e+03, -5.550000000000000488e-01
1.857076923076923094e+03, -9.549999999999999600e-01
1.857153846153846189e+03, -7.359999999999999876e-01
1.857230769230769283e+03, -9.020000000000000240e-01
1.857307692307692378e+03, -1.631999999999999895e+00
1.857384615384615472e+03, -1.375999999999999890e+00
1.857461538461538566e+03, -9.769999999999999796e-01
1.857538461538461434e+03, -4.440000000000000058e-01
1.857615384615384528e+03, -6.889999999999999458e-01
1.857692307692307622e+03, -1.032999999999999918e+00
1.857769230769230717e+03, -1.225999999999999979e+00
1.857846153846153811e+03, -8.229999999999999538e-01
1.857923076923076906e+03, -2.169999999999999984e-01
1.858076923076923094e+03, 5.999999999999999778e-02
1.858153846153846189e+03, -8.699999999999999956e-01
1.858230769230769283e+03, -5.250000000000000222e-01
1.858307692307692378e+03, -1.200000000000000025e-02
1.858384615384615472e+03, -3.850000000000000089e-01
1.858461538461538566e+03, -6.089999999999999858e-01
1.858538461538461434e+03, -6.720000000000000417e-01
1.858615384615384528e+03, -6.380000000000000115e-01
1.858692307692307622e+03, -9.419999999999999485e-01
1.858769230769230717e+03, -6.340000000000000080e-01
1.858846153846153811e+03, -1.570000000000000007e-01
1.858923076923076906e+03, -1.348999999999999977e+00
1.859076923076923094e+03, -4.279999999999999916e-01
1.859153846153846189e+03, -4.369999999999999996e-01
1.859230769230769283e+03, -4.399999999999999745e-02
1.859307692307692378e+03, 1.409999999999999865e-01
1.859384615384615472e+03, 1.000000000000000021e-02
1.859461538461538566e+03, -2.750000000000000222e-01
1.859538461538461434e+03, -5.250000000000000222e-01
1.859615384615384528e+03, -6.029999999999999805e-01
1.859692307692307622e+03, -1.018999999999999906e+00
1.859769230769230717e+03, -6.049999999999999822e-01
1.859846153846153811e+03, -3.539999999999999813e-01
1.859923076923076906e+03, -7.079999999999999627e-01
1.860076923076923094e+03, -6.780000000000000471e-01
1.860153846153846189e+03, -7.800000000000000266e-01
1.860230769230769283e+03, -1.838000000000000078e+00
1.860307692307692378e+03, -6.780000000000000471e-01
1.860384615384615472e+03, -5.130000000000000115e-01
1.860461538461538566e+03, -2.190000000000000002e-01
1.860538461538461434e+03, -1.429999999999999882e-01
1.860615384615384528e+03, 2.800000000000000058e-02
1.860692307692307622e+03, -1.270000000000000018e-01
1.860769230769230717e+03, -5.540000000000000480e-01
1.860846153846153811e+03, -1.177000000000000046e+00
1.860923076923076906e+03, -2.265000000000000124e+00
1.861076923076923094e+03, -2.228000000000000203e+00
1.861153846153846189e+03, -1.062999999999999945e+00
1.861230769230769283e+03, -5.679999999999999494e-01
1.861307692307692378e+03, -6.810000000000000497e-01
1.861384615384615472e+03, -8.139999999999999458e-01
1.861461538461538566e+03, -3.840000000000000080e-01
1.861538461538461434e+03, -3.019999999999999907e-01
1.861615384615384528e+03, -1.670000000000000095e-01
1.861692307692307622e+03, -7.049999999999999600e-01
1.861769230769230717e+03, -9.919999999999999929e-01
1.861846153846153811e+03, -4.390000000000000013e-01
1.861923076923076906e+03, -9.000000000000000222e-01
1.862076923076923094e+03, -1.887000000000000011e+00
1.862153846153846189e+03, -1.743999999999999995e+00
1.862230769230769283e+03, -8.529999999999999805e-01
1.862307692307692378e+03, -9.330000000000000515e-01
1.862384615384615472e+03, -4.520000000000000129e-01
1.862461538461538566e+03, -5.020000000000000018e-01
1.862538461538461434e+03, -4.600000000000000200e-01
1.862615384615384528e+03, -7.219999999999999751e-01
1.862692307692307622e+03, -1.062999999999999945e+00
1.862769230769230717e+03, -1.137999999999999901e+00
1.862846153846153811e+03, -1.421999999999999931e+00
1.862923076923076906e+03, -2.031000000000000139e+00
1.863076923076923094e+03, 5.520000000000000462e-01
1.863153846153846189e+03, -1.099999999999999936e-02
1.863230769230769283e+03, -4.680000000000000271e-01
1.863307692307692378e+03, -3.079999999999999960e-01
1.863384615384615472e+03, -2.200000000000000011e-01
1.863461538461538566e+03, -4.500000000000000111e-01
1.863538461538461434e+03, -4.109999999999999765e-01
1.863615384615384528e+03, -6.400000000000000133e-01
1.863692307692307622e+03, -9.360000000000000542e-01
1.863769230769230717e+03, -1.187000000000000055e+00
1.863846153846153811e+03, -7.910000000000000364e-01
1.863923076923076906e+03, -8.129999999999999449e-01
1.864076923076923094e+03, -1.052999999999999936e+00
1.864153846153846189e+03, -6.909999999999999476e-01
1.864230769230769283e+03, -7.600000000000000089e-01
1.864307692307692378e+03, -7.159999999999999698e-01
1.864384615384615472e+03, -3.750000000000000000e-01
1.864461538461538566e+03, -1.400000000000000029e-02
1.864538461538461434e+03, -8.400000000000000522e-02
1.864615384615384528e+03, -4.919999999999999929e-01
1.864692307692307622e+03, -7.349999999999999867e-01
1.864769230769230717e+03, -8.269999999999999574e-01
1.864846153846153811e+03, -9.799999999999999822e-01
1.864923076923076906e+03, -1.610000000000000098e+00
1.865076923076923094e+03, 3.549999999999999822e-01
1.865153846153846189e+03, -1.173000000000000043e+00
1.865230769230769283e+03, -1.419000000000000039e+00
1.865307692307692378e+03, -1.060999999999999943e+00
1.865384615384615472e+03, -4.899999999999999911e-01
1.865461538461538566e+03, -1.059999999999999970e-01
1.865538461538461434e+03, -1.779999999999999916e-01
1.865615384615384528e+03, -3.089999999999999969e-01
1.865692307692307622e+03, -3.240000000000000102e-01
1.865769230769230717e+03, -4.490000000000000102e-01
1.865846153846153811e+03, 2.299999999999999961e-02
1.865923076923076906e+03, -9.949999999999999956e-01
1.866076923076923094e+03, 2.439999999999999947e-01
1.866153846153846189e+03, -1.004000000000000004e+00
1.866230769230769283e+03, -8.820000000000000062e-01
1.866307692307692378e+03, -6.049999999999999822e-01
1.866384615384615472e+03, -4.590000000000000191e-01
1.866461538461538566e+03, -6.959999999999999520e-01
1.866538461538461434e+03, 1.179999999999999938e-01
1.866615384615384528e+03, -4.460000000000000075e-01
1.866692307692307622e+03, -6.109999999999999876e-01
1.866769230769230717e+03, -1.040000000000000036e+00
1.866846153846153811e+03, -2.500000000000000000e-01
1.866923076923076906e+03, 3.009999999999999898e-01
1.867076923076923094e+03, -2.109999999999999931e-01
1.867153846153846189e+03, -5.659999999999999476e-01
1.867230769230769283e+03, -8.070000000000000506e-01
1.867307692307692378e+03, -3.240000000000000102e-01
1.867384615384615472e+03, -8.299999999999999600e-01
1.867461538461538566e+03, -2.190000000000000002e-01
1.867538461538461434e+03, -2.039999999999999869e-01
1.867615384615384528e+03, -3.589999999999999858e-01
1.867692307692307622e+03, -3.770000000000000018e-01
1.867769230769230717e+03, -2.560000000000000053e-01
1.867846153846153811e+03, 7.369999999999999885e-01
1.867923076923076906e+03, 1.019999999999999934e-01
1.868076923076923094e+03, -8.960000000000000187e-01
1.868153846153846189e+03, -1.338000000000000078e+00
1.868230769230769283e+03, -7.510000000000000009e-01
1.868307692307692378e+03, -3.840000000000000080e-01
1.868384615384615472e+03, -8.599999999999999312e-02
1.868461538461538566e+03, -3.049999999999999933e-01
1.868538461538461434e+03, 9.900000000000000466e-02
1.868615384615384528e+03, -1.539999999999999980e-01
1.868692307692307622e+03, -6.009999999999999787e-01
1.868769230769230717e+03, -1.130000000000000032e-01
1.868846153846153811e+03, -9.689999999999999725e-01
1.868923076923076906e+03, -5.020000000000000018e-01
1.869076923076923094e+03, -3.739999999999999991e-01
1.869153846153846189e+03, 6.079999999999999849e-01
1.869230769230769283e+03, -8.489999999999999769e-01
1.869307692307692378e+03, -5.919999999999999707e-01
1.869384615384615472e+03, -7.399999999999999634e-02
1.869461538461538566e+03, -1.300000000000000044e-01
1.869538461538461434e+03, -9.199999999999999845e-02
1.869615384615384528e+03, -3.099999999999999978e-02
1.869692307692307622e+03, 3.500000000000000333e-02
1.869769230769230717e+03, -5.759999999999999565e-01
1.869846153846153811e+03, -2.919999999999999818e-01
1.869923076923076906e+03, -1.127999999999999892e+00
1.870076923076923094e+03, -6.209999999999999964e-01
1.870153846153846189e+03, -1.135000000000000009e+00
1.870230769230769283e+03, -7.029999999999999583e-01
1.870307692307692378e+03, -7.019999999999999574e-01
1.870384615384615472e+03, -7.799999999999999989e-02
1.870461538461538566e+03, 1.610000000000000042e-01
1.870538461538461434e+03, 1.920000000000000040e-01
1.870615384615384528e+03, -4.570000000000000173e-01
1.870692307692307622e+03, -1.869999999999999996e-01
1.870769230769230717e+03, -6.720000000000000417e-01
1.870846153846153811e+03, -5.809999999999999609e-01
1.870923076923076906e+03, -1.590999999999999970e+00
1.871076923076923094e+03, -1.213999999999999968e+00
1.871153846153846189e+03, -1.415000000000000036e+00
1.871230769230769283e+03, -5.250000000000000222e-01
1.871307692307692378e+03, -1.089999999999999997e-01
1.871384615384615472e+03, -5.530000000000000471e-01
1.871461538461538566e+03, -4.020000000000000240e-01
1.871538461538461434e+03, -1.209999999999999964e-01
1.871615384615384528e+03, -1.899999999999999953e-02
1.871692307692307622e+03, -4.979999999999999982e-01
1.871769230769230717e+03, -4.069999999999999729e-01
1.871846153846153811e+03, -1.141000000000000014e+00
1.871923076923076906e+03, -8.229999999999999538e-01
1.872076923076923094e+03, -1.018999999999999906e+00
1.872153846153846189e+03, -9.130000000000000338e-01
1.872230769230769283e+03, -4.640000000000000235e-01
1.872307692307692378e+03, -6.889999999999999458e-01
1.872384615384615472e+03, -1.600000000000000033e-01
1.872461538461538566e+03, -4.239999999999999880e-01
1.872538461538461434e+03, -1.019999999999999934e-01
1.872615384615384528e+03, -7.599999999999999811e-02
1.872692307692307622e+03, -2.300000000000000100e-01
1.872769230769230717e+03, -2.869999999999999774e-01
1.872846153846153811e+03, -8.810000000000000053e-01
1.872923076923076906e+03, -1.322000000000000064e+00
1.873076923076923094e+03, -7.279999999999999805e-01
1.873153846153846189e+03, -6.600000000000000311e-02
1.873230769230769283e+03, -6.179999999999999938e-01
1.873307692307692378e+03, -9.919999999999999929e-01
1.873384615384615472e+03, -2.780000000000000249e-01
1.873461538461538566e+03, -6.400000000000000133e-02
1.873538461538461434e+03, -7.900000000000000078e-02
1.873615384615384528e+03, -9.800000000000000377e-02
1.873692307692307622e+03, -6.800000000000000488e-01
1.873769230769230717e+03, -2.630000000000000115e-01
1.873846153846153811e+03, -4.349999999999999978e-01
1.873923076923076906e+03, -1.039999999999999952e-01
1.874076923076923094e+03, -1.189999999999999947e-01
1.874153846153846189e+03, -1.990000000000000102e-01
1.874230769230769283e+03, -1.159999999999999920e+00
1.874307692307692378e+03, -3.009999999999999898e-01
1.874384615384615472e+03, -8.799999999999999489e-02
1.874461538461538566e+03, -1.320000000000000062e-01
1.874538461538461434e+03, -2.690000000000000169e-01
1.874615384615384528e+03, -5.500000000000000028e-02
1.874692307692307622e+03, -6.700000000000000400e-02
1.874769230769230717e+03, -3.260000000000000120e-01
1.874846153846153811e+03, -4.349999999999999978e-01
1.874923076923076906e+03, -4.259999999999999898e-01
1.875076923076923094e+03, -1.207999999999999963e+00
1.875153846153846189e+03, -9.260000000000000453e-01
1.875230769230769283e+03, -1.020999999999999908e+00
1.875307692307692378e+03, -8.599999999999999867e-01
1.875384615384615472e+03, -5.999999999999999778e-01
1.875461538461538566e+03, -3.240000000000000102e-01
1.875538461538461434e+03, -2.169999999999999984e-01
1.875615384615384528e+03, -4.749999999999999778e-01
1.875692307692307622e+03, -7.970000000000000417e-01
1.875769230769230717e+03, -8.559999999999999831e-01
1.875846153846153811e+03, -1.584000000000000075e+00
1.875923076923076906e+03, -1.106999999999999984e+00
1.876076923076923094e+03, -7.960000000000000409e-01
1.876153846153846189e+03, -6.250000000000000000e-01
1.876230769230769283e+03, -6.089999999999999858e-01
1.876307692307692378e+03, -3.970000000000000195e-01
1.876384615384615472e+03, -7.159999999999999698e-01
1.876461538461538566e+03, -4.199999999999999845e-01
1.876538461538461434e+03, -1.270000000000000018e-01
1.876615384615384528e+03, -4.359999999999999987e-01
1.876692307692307622e+03, -4.339999999999999969e-01
1.876769230769230717e+03, -5.600000000000000533e-01
1.876846153846153811e+03, -1.125000000000000000e+00
1.876923076923076906e+03, -1.655000000000000027e+00
1.877076923076923094e+03, -4.809999999999999831e-01
1.877153846153846189e+03, -3.109999999999999987e-01
1.877230769230769283e+03, 8.699999999999999400e-02
1.877307692307692378e+03, -4.839999999999999858e-01
1.877384615384615472e+03, -3.489999999999999769e-01
1.877461538461538566e+03, -2.560000000000000053e-01
1.877538461538461434e+03, 2.909999999999999809e-01
1.877615384615384528e+03, 1.900000000000000022e-01
1.877692307692307622e+03, -1.000000000000000056e-01
1.877769230769230717e+03, -2.500000000000000000e-01
1.877846153846153811e+03, 1.640000000000000069e-01
1.877923076923076906e+03, -8.139999999999999458e-01
1.878076923076923094e+03, -7.239999999999999769e-01
1.878153846153846189e+03, 4.299999999999999933e-01
1.878230769230769283e+03, 1.268999999999999906e+00
1.878307692307692378e+03, 3.699999999999999956e-01
1.878384615384615472e+03, -4.149999999999999800e-01
1.878461538461538566e+03, 2.369999999999999885e-01
1.878538461538461434e+03, 3.109999999999999987e-01
1.878615384615384528e+03, 2.069999999999999896e-01
1.878692307692307622e+03, -3.799999999999999906e-02
1.878769230769230717e+03, -1.409999999999999865e-01
1.878846153846153811e+03, 3.210000000000000075e-01
1.878923076923076906e+03, -4.319999999999999951e-01
1.879076923076923094e+03, -3.830000000000000071e-01
1.879153846153846189e+03, -3.280000000000000138e-01
1.879230769230769283e+03, -5.050000000000000044e-01
1.879307692307692378e+03, -6.280000000000000027e-01
1.879384615384615472e+03, -5.719999999999999529e-01
1.879461538461538566e+03, -3.529999999999999805e-01
1.879538461538461434e+03, -1.779999999999999916e-01
1.879615384615384528e+03, -6.600000000000000311e-01
1.879692307692307622e+03, -6.179999999999999938e-01
1.879769230769230717e+03, -2.770000000000000240e-01
1.879846153846153811e+03, -5.779999999999999583e-01
1.879923076923076906e+03, -1.155000000000000027e+00
1.880076923076923094e+03, -9.300000000000000488e-01
1.880153846153846189e+03, -1.151000000000000023e+00
1.880230769230769283e+03, -6.959999999999999520e-01
1.880307692307692378e+03, -1.032999999999999918e+00
1.880384615384615472e+03, -2.650000000000000133e-01
1.880461538461538566e+03, -3.290000000000000147e-01
1.880538461538461434e+03, -2.560000000000000053e-01
1.880615384615384528e+03, -7.199999999999999456e-02
1.880692307692307622e+03, -6.530000000000000249e-01
1.880769230769230717e+03, -7.550000000000000044e-01
1.880846153846153811e+03, -3.099999999999999978e-01
1.880923076923076906e+03, -6.630000000000000338e-01
1.881076923076923094e+03, -3.029999999999999916e-01
1.881153846153846189e+03, -5.520000000000000462e-01
1.881230769230769283e+03, -2.169999999999999984e-01
1.881307692307692378e+03, -1.290000000000000036e-01
1.881384615384615472e+03, -1.960000000000000075e-01
1.881461538461538566e+03, -7.800000000000000266e-01
1.881538461538461434e+03, -2.109999999999999931e-01
1.881615384615384528e+03, -1.710000000000000131e-01
1.881692307692307622e+03, -4.089999999999999747e-01
1.881769230769230717e+03, -5.699999999999999512e-01
1.881846153846153811e+03, -8.539999999999999813e-01
1.881923076923076906e+03, -5.829999999999999627e-01
1.882076923076923094e+03, 2.780000000000000249e-01
1.882153846153846189e+03, 2.000000000000000042e-03
1.882230769230769283e+03, -2.859999999999999765e-01
1.882307692307692378e+03, -8.120000000000000551e-01
1.882384615384615472e+03, -4.949999999999999956e-01
1.882461538461538566e+03, -7.299999999999999822e-01
1.882538461538461434e+03, -6.630000000000000338e-01
1.882615384615384528e+03, -1.990000000000000102e-01
1.882692307692307622e+03, -3.770000000000000018e-01
1.882769230769230717e+03, -9.919999999999999929e-01
1.882846153846153811e+03, -1.088000000000000078e+00
1.882923076923076906e+03, -1.600999999999999979e+00
1.883076923076923094e+03, -1.209999999999999964e+00
1.883153846153846189e+03, -1.391999999999999904e+00
1.883230769230769283e+03, -3.870000000000000107e-01
1.883307692307692378e+03, -7.199999999999999734e-01
1.883384615384615472e+03, -5.240000000000000213e-01
1.883461538461538566e+03, -1.910000000000000031e-01
1.883538461538461434e+03, -2.999999999999999889e-01
1.883615384615384528e+03, -5.639999999999999458e-01
1.883692307692307622e+03, -7.069999999999999618e-01
1.883769230769230717e+03, -5.240000000000000213e-01
1.883846153846153811e+03, -1.241999999999999993e+00
1.883923076923076906e+03, -5.130000000000000115e-01
1.884076923076923094e+03, -5.739999999999999547e-01
1.884153846153846189e+03, -7.720000000000000195e-01
1.884230769230769283e+03, -1.445999999999999952e+00
1.884307692307692378e+03, -1.282999999999999918e+00
1.884384615384615472e+03, -1.191000000000000059e+00
1.884461538461538566e+03, -9.310000000000000497e-01
1.884538461538461434e+03, -6.750000000000000444e-01
1.884615384615384528e+03, -5.600000000000000533e-01
1.884692307692307622e+03, -8.679999999999999938e-01
1.884769230769230717e+03, -8.629999999999999893e-01
1.884846153846153811e+03, -9.899999999999999911e-01
1.884923076923076906e+03, -7.550000000000000044e-01
1.885076923076923094e+03, -1.709000000000000075e+00
1.885153846153846189e+03, -1.022999999999999909e+00
1.885230769230769283e+03, -7.179999999999999716e-01
1.885307692307692378e+03, -1.189000000000000057e+00
1.885384615384615472e+03, -7.970000000000000417e-01
1.885461538461538566e+03, -7.860000000000000320e-01
1.885538461538461434e+03, -3.820000000000000062e-01
1.885615384615384528e+03, -5.000000000000000000e-01
1.885692307692307622e+03, -6.550000000000000266e-01
1.885769230769230717e+03, -6.929999999999999494e-01
1.885846153846153811e+03, -7.179999999999999716e-01
