year, anomaly
1.792769230769230717e+03, -1.326999999999999957e+00
1.792846153846153811e+03, -7.800000000000000266e-01
1.792923076923076906e+03, -1.320000000000000062e-01
1.793076923076923094e+03, -1.804999999999999938e+00
1.793153846153846189e+03, 1.578999999999999959e+00
1.793230769230769283e+03, -2.810000000000000275e-01
1.793307692307692378e+03, 1.729999999999999871e-01
1.793384615384615472e+03, -1.509999999999999953e-01
1.793461538461538566e+03, -1.170000000000000068e-01
1.793538461538461434e+03, 1.019999999999999934e-01
1.793615384615384528e+03, -6.670000000000000373e-01
1.793692307692307622e+03, -1.499999999999999944e-02
1.793769230769230717e+03, -1.080999999999999961e+00
1.793846153846153811e+03, -4.319999999999999951e-01
1.793923076923076906e+03, -1.639999999999999902e+00
1.794076923076923094e+03, 1.129999999999999893e+00
1.794153846153846189e+03, 2.580000000000000071e-01
1.794230769230769283e+03, 4.159999999999999809e-01
1.794307692307692378e+03, 9.659999999999999698e-01
1.794384615384615472e+03, 1.195999999999999952e+00
1.794461538461538566e+03, -1.366000000000000103e+00
1.794538461538461434e+03, -1.514999999999999902e+00
1.794615384615384528e+03, -3.350000000000000200e-01
1.794692307692307622e+03, -1.120000000000000023e-01
1.794769230769230717e+03, -3.170000000000000040e-01
1.794846153846153811e+03, -8.299999999999999600e-01
1.794923076923076906e+03, -7.449999999999999956e-01
1.795076923076923094e+03, 2.030000000000000138e-01
1.795153846153846189e+03, 1.338999999999999968e+00
1.795230769230769283e+03, 4.020000000000000240e-01
1.795307692307692378e+03, 4.869999999999999885e-01
1.795384615384615472e+03, -2.599999999999999881e-02
1.795461538461538566e+03, 6.199999999999999956e-02
1.795538461538461434e+03, 1.029999999999999943e-01
1.795615384615384528e+03, -5.799999999999999600e-01
1.795692307692307622e+03, -8.880000000000000115e-01
1.795769230769230717e+03, -1.272999999999999909e+00
1.795846153846153811e+03, -7.570000000000000062e-01
1.795923076923076906e+03, -8.329999999999999627e-01
1.796076923076923094e+03, 3.860000000000000098e-01
1.796153846153846189e+03, -2.899999999999999800e-01
1.796230769230769283e+03, -1.800000000000000044e+00
1.796307692307692378e+03, -5.859999999999999654e-01
1.796384615384615472e+03, 1.529999999999999971e-01
1.796461538461538566e+03, 9.250000000000000444e-01
1.796538461538461434e+03, 1.340000000000000080e-01
1.796615384615384528e+03, 1.028000000000000025e+00
1.796692307692307622e+03, 6.700000000000000400e-02
1.796769230769230717e+03, -2.100000000000000130e-02
1.796846153846153811e+03, -3.370000000000000218e-01
1.796923076923076906e+03, -2.684000000000000163e+00
1.797076923076923094e+03, 2.193000000000000060e+00
1.797153846153846189e+03, 2.281000000000000139e+00
1.797230769230769283e+03, -1.316999999999999948e+00
1.797307692307692378e+03, -1.788999999999999924e+00
1.797384615384615472e+03, -1.100999999999999979e+00
1.797461538461538566e+03, 5.040000000000000036e-01
1.797538461538461434e+03, -4.139999999999999791e-01
1.797615384615384528e+03, 1.499999999999999944e-02
1.797692307692307622e+03, 8.999999999999999667e-02
1.797769230769230717e+03, -5.470000000000000417e-01
1.797846153846153811e+03, -1.991999999999999993e+00
1.797923076923076906e+03, -4.759999999999999787e-01
1.798076923076923094e+03, 6.139999999999999902e-01
1.798153846153846189e+03, -3.410000000000000253e-01
1.798230769230769283e+03, 9.669999999999999707e-01
1.798307692307692378e+03, -2.790000000000000258e-01
1.798384615384615472e+03, 3.220000000000000084e-01
1.798461538461538566e+03, -9.400000000000000022e-02
1.798538461538461434e+03, 8.439999999999999725e-01
1.798615384615384528e+03, 1.165000000000000036e+00
1.798692307692307622e+03, -2.560000000000000053e-01
1.798769230769230717e+03, -7.520000000000000018e-01
1.798846153846153811e+03, 1.719999999999999862e-01
1.798923076923076906e+03, -1.340000000000000080e+00
1.799076923076923094e+03, -3.489999999999999769e-01
1.799153846153846189e+03, -2.043000000000000149e+00
1.799230769230769283e+03, -1.094000000000000083e+00
1.799307692307692378e+03, 4.650000000000000244e-01
1.799384615384615472e+03, 1.590000000000000024e-01
1.799461538461538566e+03, 8.189999999999999503e-01
1.799538461538461434e+03, 7.109999999999999654e-01
1.799615384615384528e+03, 3.940000000000000169e-01
1.799692307692307622e+03, 2.550000000000000044e-01
1.799769230769230717e+03, 3.400000000000000244e-01
1.799846153846153811e+03, 2.459999999999999964e-01
1.799923076923076906e+03, -1.092000000000000082e+00
1.800076923076923094e+03, 1.000000000000000021e-02
1.800153846153846189e+03, 4.259999999999999898e-01
1.800230769230769283e+03, -1.290000000000000036e+00
1.800307692307692378e+03, 7.900000000000000355e-01
1.800384615384615472e+03, -6.600000000000000311e-01
1.800461538461538566e+03, 1.869999999999999996e-01
1.800538461538461434e+03, -3.729999999999999982e-01
1.800615384615384528e+03, -2.260000000000000064e-01
1.800692307692307622e+03, -1.243999999999999995e+00
1.800769230769230717e+03, 1.019999999999999934e-01
1.800846153846153811e+03, -2.520000000000000018e-01
1.800923076923076906e+03, 5.530000000000000471e-01
1.801076923076923094e+03, 5.230000000000000204e-01
1.801153846153846189e+03, -6.490000000000000213e-01
1.801230769230769283e+03, 1.310000000000000053e+00
1.801307692307692378e+03, -5.699999999999999512e-01
1.801384615384615472e+03, 1.560000000000000053e+00
1.801461538461538566e+03, -5.570000000000000506e-01
1.801538461538461434e+03, 5.999999999999999778e-01
1.801615384615384528e+03, -9.000000000000000222e-01
1.801692307692307622e+03, -3.729999999999999982e-01
1.801769230769230717e+03, -2.399999999999999911e-01
1.801846153846153811e+03, -5.500000000000000028e-02
1.801923076923076906e+03, 9.889999999999999902e-01
1.802076923076923094e+03, 1.159999999999999920e+00
1.802153846153846189e+03, 7.900000000000000078e-02
1.802230769230769283e+03, 9.090000000000000302e-01
1.802307692307692378e+03, -1.360000000000000098e-01
1.802384615384615472e+03, -9.419999999999999485e-01
1.802461538461538566e+03, 1.219000000000000083e+00
1.802538461538461434e+03, 5.779999999999999583e-01
1.802615384615384528e+03, 3.860000000000000098e-01
1.802692307692307622e+03, -8.500000000000000611e-02
1.802769230769230717e+03, 4.030000000000000249e-01
1.802846153846153811e+03, -5.330000000000000293e-01
1.802923076923076906e+03, -7.660000000000000142e-01
1.803076923076923094e+03, -2.133999999999999897e+00
1.803153846153846189e+03, -1.766999999999999904e+00
1.803230769230769283e+03, -7.379999999999999893e-01
1.803307692307692378e+03, 8.770000000000000018e-01
1.803384615384615472e+03, 5.949999999999999734e-01
1.803461538461538566e+03, 4.620000000000000218e-01
1.803538461538461434e+03, 8.900000000000000133e-01
1.803615384615384528e+03, 1.570999999999999952e+00
1.803692307692307622e+03, 3.739999999999999991e-01
1.803769230769230717e+03, -8.500000000000000611e-02
1.803846153846153811e+03, -5.000000000000000278e-02
1.803923076923076906e+03, -1.229999999999999982e+00
1.804076923076923094e+03, -1.859999999999999987e-01
1.804153846153846189e+03, -1.272000000000000020e+00
1.804230769230769283e+03, -1.000999999999999890e+00
1.804307692307692378e+03, 1.510999999999999899e+00
1.804384615384615472e+03, 6.840000000000000524e-01
1.804461538461538566e+03, 5.500000000000000444e-01
1.804538461538461434e+03, 1.439999999999999947e+00
1.804615384615384528e+03, 5.779999999999999583e-01
1.804692307692307622e+03, 3.350000000000000200e-01
1.804769230769230717e+03, -2.660000000000000142e-01
1.804846153846153811e+03, 8.020000000000000462e-01
1.804923076923076906e+03, -1.546999999999999931e+00
1.805076923076923094e+03, 2.139999999999999958e-01
1.805153846153846189e+03, -7.059999999999999609e-01
1.805230769230769283e+03, 2.520000000000000018e-01
1.805307692307692378e+03, -5.190000000000000169e-01
1.805384615384615472e+03, -2.660000000000000142e-01
1.805461538461538566e+03, 6.239999999999999991e-01
1.805538461538461434e+03, 3.330000000000000182e-01
1.805615384615384528e+03, 1.348000000000000087e+00
1.805692307692307622e+03, 2.299999999999999961e-02
1.805769230769230717e+03, -1.909999999999999920e+00
1.805846153846153811e+03, -1.534999999999999920e+00
1.805923076923076906e+03, 4.969999999999999973e-01
1.806076923076923094e+03, 3.449999999999999734e-01
1.806153846153846189e+03, -1.559999999999999998e-01
1.806230769230769283e+03, -7.049999999999999600e-01
1.806307692307692378e+03, -3.330000000000000182e-01
1.806384615384615472e+03, 2.949999999999999845e-01
1.806461538461538566e+03, -8.419999999999999707e-01
1.806538461538461434e+03, -3.170000000000000040e-01
1.806615384615384528e+03, 8.169999999999999485e-01
1.806692307692307622e+03, 5.220000000000000195e-01
1.806769230769230717e+03, -9.379999999999999449e-01
1.806846153846153811e+03, -8.199999999999999512e-01
1.806923076923076906e+03, 3.089999999999999969e-01
1.807076923076923094e+03, -1.528000000000000025e+00
1.807153846153846189e+03, 2.190000000000000002e-01
1.807230769230769283e+03, -6.350000000000000089e-01
1.807307692307692378e+03, -1.417999999999999927e+00
1.807384615384615472e+03, -1.943000000000000060e+00
1.807461538461538566e+03, 3.599999999999999728e-02
1.807538461538461434e+03, -2.400000000000000050e-02
1.807615384615384528e+03, 2.720000000000000195e-01
1.807692307692307622e+03, 5.699999999999999512e-01
1.807769230769230717e+03, -4.670000000000000262e-01
1.807846153846153811e+03, -2.489999999999999991e-01
1.807923076923076906e+03, 7.900000000000000355e-01
1.808076923076923094e+03, 6.510000000000000231e-01
1.808153846153846189e+03, -1.288999999999999924e+00
1.808230769230769283e+03, -1.572000000000000064e+00
1.808307692307692378e+03, -1.348000000000000087e+00
1.808384615384615472e+03, -1.737999999999999989e+00
1.808461538461538566e+03, 6.390000000000000124e-01
1.808538461538461434e+03, 5.889999999999999680e-01
1.808615384615384528e+03, -8.149999999999999467e-01
1.808692307692307622e+03, 6.360000000000000098e-01
1.808769230769230717e+03, -1.070999999999999952e+00
1.808846153846153811e+03, -1.122000000000000108e+00
1.808923076923076906e+03, -3.483999999999999986e+00
1.809076923076923094e+03, -3.404999999999999805e+00
1.809153846153846189e+03, -2.001999999999999780e+00
1.809230769230769283e+03, -3.072000000000000064e+00
1.809307692307692378e+03, -1.493000000000000105e+00
1.809384615384615472e+03, -2.100999999999999979e+00
1.809461538461538566e+03, 2.000000000000000042e-02
1.809538461538461434e+03, -1.661000000000000032e+00
1.809615384615384528e+03, -8.850000000000000089e-01
1.809692307692307622e+03, -1.209999999999999964e+00
1.809769230769230717e+03, -4.289999999999999925e-01
1.809846153846153811e+03, -3.525999999999999801e+00
1.809923076923076906e+03, -6.169999999999999929e-01
1.810076923076923094e+03, -2.017999999999999794e+00
1.810153846153846189e+03, -5.170000000000000151e-01
1.810230769230769283e+03, -1.600000000000000033e-02
1.810307692307692378e+03, -1.352000000000000091e+00
1.810384615384615472e+03, -2.229999999999999982e+00
1.810461538461538566e+03, -1.274000000000000021e+00
1.810538461538461434e+03, -2.173999999999999932e+00
1.810615384615384528e+03, -1.510999999999999899e+00
1.810692307692307622e+03, -2.318000000000000060e+00
1.810769230769230717e+03, -3.104999999999999982e+00
1.810846153846153811e+03, -3.278999999999999915e+00
1.810923076923076906e+03, -1.245999999999999996e+00
1.811076923076923094e+03, -5.430000000000000382e-01
1.811153846153846189e+03, -1.983000000000000096e+00
1.811230769230769283e+03, -1.660000000000000087e-01
1.811307692307692378e+03, -2.447999999999999954e+00
1.811384615384615472e+03, -2.149000000000000021e+00
1.811461538461538566e+03, -1.038000000000000034e+00
1.811538461538461434e+03, -2.178999999999999826e+00
1.811615384615384528e+03, -3.400000000000000244e-01
1.811692307692307622e+03, -1.245000000000000107e+00
1.811769230769230717e+03, -2.994000000000000217e+00
1.811846153846153811e+03, -2.245999999999999996e+00
1.811923076923076906e+03, -2.210000000000000020e-01
1.812076923076923094e+03, -1.989000000000000101e+00
1.812153846153846189e+03, -3.244000000000000217e+00
1.812230769230769283e+03, -3.763999999999999790e+00
1.812307692307692378e+03, -2.181999999999999940e+00
1.812384615384615472e+03, -1.860999999999999988e+00
1.812461538461538566e+03, -1.389000000000000012e+00
1.812538461538461434e+03, 4.000000000000000083e-02
1.812615384615384528e+03, 1.518000000000000016e+00
1.812692307692307622e+03, -1.588999999999999968e+00
1.812769230769230717e+03, -1.909000000000000030e+00
1.812846153846153811e+03, -1.935000000000000053e+00
1.812923076923076906e+03, -3.024000000000000021e+00
1.813076923076923094e+03, -3.779999999999999805e+00
1.813153846153846189e+03, -1.249000000000000110e+00
1.813230769230769283e+03, -3.289000000000000146e+00
1.813307692307692378e+03, 7.000000000000000666e-02
1.813384615384615472e+03, 7.109999999999999654e-01
1.813461538461538566e+03, -3.920000000000000151e-01
1.813538461538461434e+03, 1.250000000000000000e-01
1.813615384615384528e+03, -7.129999999999999671e-01
1.813692307692307622e+03, 3.400000000000000244e-01
1.813769230769230717e+03, -1.141999999999999904e+00
1.813846153846153811e+03, 1.183000000000000052e+00
1.813923076923076906e+03, -1.558999999999999941e+00
1.814076923076923094e+03, -1.840000000000000080e+00
1.814153846153846189e+03, -8.970000000000000195e-01
1.814230769230769283e+03, -1.715999999999999970e+00
1.814307692307692378e+03, -1.391999999999999904e+00
1.814384615384615472e+03, -2.734999999999999876e+00
1.814461538461538566e+03, -3.719999999999999973e-01
1.814538461538461434e+03, -2.325000000000000178e+00
1.814615384615384528e+03, -1.004000000000000004e+00
1.814692307692307622e+03, -1.423000000000000043e+00
1.814769230769230717e+03, -2.047000000000000153e+00
1.814846153846153811e+03, 9.739999999999999769e-01
1.814923076923076906e+03, 2.064000000000000057e+00
1.815076923076923094e+03, -6.929999999999999494e-01
1.815153846153846189e+03, -3.340000000000000191e-01
1.815230769230769283e+03, -1.608999999999999986e+00
1.815307692307692378e+03, -1.415999999999999925e+00
1.815384615384615472e+03, -1.429000000000000048e+00
1.815461538461538566e+03, -2.298999999999999932e+00
1.815538461538461434e+03, 1.570000000000000007e-01
1.815615384615384528e+03, -5.789999999999999591e-01
1.815692307692307622e+03, -9.110000000000000320e-01
1.815769230769230717e+03, -2.206999999999999851e+00
1.815846153846153811e+03, -1.848999999999999977e+00
1.815923076923076906e+03, -2.345000000000000195e+00
1.816076923076923094e+03, 1.789999999999999925e-01
1.816153846153846189e+03, -3.479999999999999982e+00
1.816230769230769283e+03, -1.743000000000000105e+00
1.816307692307692378e+03, -1.125000000000000000e+00
1.816384615384615472e+03, -5.629999999999999449e-01
1.816461538461538566e+03, -1.586000000000000076e+00
1.816538461538461434e+03, -2.238999999999999879e+00
1.816615384615384528e+03, -1.215999999999999970e+00
1.816692307692307622e+03, -1.770999999999999908e+00
1.816769230769230717e+03, -3.902000000000000135e+00
1.816846153846153811e+03, -2.032999999999999918e+00
1.816923076923076906e+03, -1.780999999999999917e+00
1.817076923076923094e+03, -9.929999999999999938e-01
1.817153846153846189e+03, 6.580000000000000293e-01
1.817230769230769283e+03, -4.089999999999999747e-01
1.817307692307692378e+03, -5.669999999999999485e-01
1.817384615384615472e+03, -1.798000000000000043e+00
1.817461538461538566e+03, -2.121999999999999886e+00
1.817538461538461434e+03, -1.987999999999999989e+00
1.817615384615384528e+03, -1.650000000000000078e-01
1.817692307692307622e+03, -3.287999999999999812e+00
1.817769230769230717e+03, -3.128000000000000114e+00
1.817846153846153811e+03, -1.145000000000000018e+00
1.817923076923076906e+03, -3.424999999999999822e+00
1.818076923076923094e+03, -9.889999999999999902e-01
1.818153846153846189e+03, -2.278000000000000025e+00
1.818230769230769283e+03, 6.119999999999999885e-01
1.818307692307692378e+03, 1.409000000000000030e+00
1.818384615384615472e+03, 1.209999999999999964e-01
1.818461538461538566e+03, 7.239999999999999769e-01
1.818538461538461434e+03, -8.499999999999999778e-01
1.818615384615384528e+03, -4.889999999999999902e-01
1.818692307692307622e+03, -1.457000000000000073e+00
1.818769230769230717e+03, -2.536999999999999922e+00
1.818846153846153811e+03, -5.779999999999999583e-01
1.818923076923076906e+03, -1.058000000000000052e+00
1.819076923076923094e+03, -1.510999999999999899e+00
1.819153846153846189e+03, -1.199999999999999956e+00
1.819230769230769283e+03, -2.758999999999999897e+00
1.819307692307692378e+03, -1.703000000000000069e+00
1.819384615384615472e+03, -1.536000000000000032e+00
1.819461538461538566e+03, -8.709999999999999964e-01
1.819538461538461434e+03, -1.312999999999999945e+00
1.819615384615384528e+03, -1.358999999999999986e+00
1.819692307692307622e+03, -8.699999999999999956e-01
1.819769230769230717e+03, -2.720000000000000195e-01
1.819846153846153811e+03, -9.609999999999999654e-01
1.819923076923076906e+03, -1.802999999999999936e+00
1.820076923076923094e+03, -2.428999999999999826e+00
1.820153846153846189e+03, -1.352999999999999980e+00
1.820230769230769283e+03, -9.869999999999999885e-01
1.820307692307692378e+03, 4.480000000000000093e-01
1.820384615384615472e+03, 1.209999999999999964e-01
1.820461538461538566e+03, -2.340000000000000135e-01
1.820538461538461434e+03, -1.062999999999999945e+00
1.820615384615384528e+03, -1.975000000000000089e+00
1.820692307692307622e+03, -9.050000000000000266e-01
1.820769230769230717e+03, -1.836000000000000076e+00
1.820846153846153811e+03, -1.788999999999999924e+00
1.820923076923076906e+03, -2.189999999999999947e+00
1.821076923076923094e+03, 5.430000000000000382e-01
1.821153846153846189e+03, 4.430000000000000049e-01
1.821230769230769283e+03, -1.370000000000000107e-01
1.821307692307692378e+03, -9.839999999999999858e-01
1.821384615384615472e+03, -7.299999999999999545e-02
1.821461538461538566e+03, -9.370000000000000551e-01
1.821538461538461434e+03, -1.381999999999999895e+00
1.821615384615384528e+03, -7.740000000000000213e-01
1.821692307692307622e+03, -1.985000000000000098e+00
1.821769230769230717e+03, -9.110000000000000320e-01
1.821846153846153811e+03, -9.299999999999999933e-02
1.821923076923076906e+03, -7.590000000000000080e-01
1.822076923076923094e+03, 2.979999999999999871e-01
1.822153846153846189e+03, 1.254000000000000004e+00
1.822230769230769283e+03, 2.358999999999999986e+00
1.822307692307692378e+03, -3.009999999999999898e-01
1.822384615384615472e+03, -8.439999999999999725e-01
1.822461538461538566e+03, -3.689999999999999947e-01
1.822538461538461434e+03, -1.019999999999999934e-01
1.822615384615384528e+03, -6.670000000000000373e-01
1.822692307692307622e+03, -1.449000000000000066e+00
1.822769230769230717e+03, -1.667999999999999927e+00
1.822846153846153811e+03, -1.491000000000000103e+00
1.822923076923076906e+03, -2.511000000000000121e+00
1.823076923076923094e+03, -7.750000000000000222e-01
1.823153846153846189e+03, -1.254000000000000004e+00
1.823230769230769283e+03, -3.629999999999999893e-01
1.823307692307692378e+03, -9.479999999999999538e-01
1.823384615384615472e+03, -8.000000000000000444e-01
1.823461538461538566e+03, 5.260000000000000231e-01
1.823538461538461434e+03, -1.270000000000000018e-01
1.823615384615384528e+03, -7.459999999999999964e-01
1.823692307692307622e+03, -1.967000000000000082e+00
1.823769230769230717e+03, -2.019000000000000128e+00
1.823846153846153811e+03, -1.721999999999999975e+00
1.823923076923076906e+03, -1.124000000000000110e+00
1.824076923076923094e+03, 1.179999999999999938e-01
1.824153846153846189e+03, -5.260000000000000231e-01
1.824230769230769283e+03, -1.600000000000000033e-01
1.824307692307692378e+03, -4.299999999999999933e-01
1.824384615384615472e+03, -3.760000000000000009e-01
1.824461538461538566e+03, -2.900000000000000147e-02
1.824538461538461434e+03, 4.839999999999999858e-01
1.824615384615384528e+03, -4.530000000000000138e-01
1.824692307692307622e+03, -5.100000000000000089e-01
1.824769230769230717e+03, -1.225999999999999979e+00
1.824846153846153811e+03, -7.399999999999999634e-02
1.824923076923076906e+03, 1.663999999999999924e+00
1.825076923076923094e+03, 7.249999999999999778e-01
1.825153846153846189e+03, -1.229999999999999982e-01
1.825230769230769283e+03, -8.799999999999999489e-02
1.825307692307692378e+03, 4.410000000000000031e-01
1.825384615384615472e+03, -5.999999999999999778e-01
1.825461538461538566e+03, 3.479999999999999760e-01
1.825538461538461434e+03, -3.109999999999999987e-01
1.825615384615384528e+03, -6.039999999999999813e-01
1.825692307692307622e+03, -1.016000000000000014e+00
1.825769230769230717e+03, -1.399000000000000021e+00
1.825846153846153811e+03, 3.649999999999999911e-01
1.825923076923076906e+03, -3.130000000000000004e-01
1.826076923076923094e+03, -4.739999999999999769e-01
1.826153846153846189e+03, -1.737999999999999989e+00
1.826230769230769283e+03, -2.839999999999999747e-01
1.826307692307692378e+03, -2.520000000000000018e-01
1.826384615384615472e+03, 5.010000000000000009e-01
1.826461538461538566e+03, -3.109999999999999987e-01
1.826538461538461434e+03, 2.089999999999999913e-01
1.826615384615384528e+03, -7.770000000000000240e-01
1.826692307692307622e+03, -1.056000000000000050e+00
1.826769230769230717e+03, -1.024000000000000021e+00
1.826846153846153811e+03, 5.430000000000000382e-01
1.826923076923076906e+03, 1.403999999999999915e+00
1.827076923076923094e+03, 1.387999999999999901e+00
1.827153846153846189e+03, 5.989999999999999769e-01
1.827230769230769283e+03, 7.149999999999999689e-01
1.827307692307692378e+03, 8.010000000000000453e-01
1.827384615384615472e+03, 4.689999999999999725e-01
1.827461538461538566e+03, 1.419999999999999873e-01
1.827538461538461434e+03, 4.060000000000000275e-01
1.827615384615384528e+03, -1.779999999999999916e-01
1.827692307692307622e+03, -1.272999999999999909e+00
1.827769230769230717e+03, -9.280000000000000471e-01
1.827846153846153811e+03, 2.650000000000000133e-01
1.827923076923076906e+03, -8.479999999999999760e-01
1.828076923076923094e+03, -1.931999999999999940e+00
1.828153846153846189e+03, -1.352000000000000091e+00
1.828230769230769283e+03, 2.969999999999999862e-01
1.828307692307692378e+03, -1.719999999999999862e-01
1.828384615384615472e+03, -7.099999999999999367e-02
1.828461538461538566e+03, 7.239999999999999769e-01
1.828538461538461434e+03, 3.250000000000000111e-01
1.828615384615384528e+03, -2.590000000000000080e-01
1.828692307692307622e+03, -2.105999999999999872e+00
1.828769230769230717e+03, -7.630000000000000115e-01
1.828846153846153811e+03, -4.800000000000000100e-02
1.828923076923076906e+03, -3.840000000000000080e-01
1.829076923076923094e+03, -4.279999999999999916e-01
1.829153846153846189e+03, -1.546000000000000041e+00
1.829230769230769283e+03, -5.150000000000000133e-01
1.829307692307692378e+03, -9.559999999999999609e-01
1.829384615384615472e+03, 8.000000000000000167e-03
1.829461538461538566e+03, -5.649999999999999467e-01
1.829538461538461434e+03, 1.199999999999999956e-01
1.829615384615384528e+03, -4.699999999999999734e-01
1.829692307692307622e+03, -1.578999999999999959e+00
1.829769230769230717e+03, -7.299999999999999822e-01
1.829846153846153811e+03, -1.245000000000000107e+00
1.829923076923076906e+03, -1.086999999999999966e+00
1.830076923076923094e+03, 1.000000000000000056e-01
1.830153846153846189e+03, 7.860000000000000320e-01
1.830230769230769283e+03, -9.789999999999999813e-01
1.830307692307692378e+03, 7.299999999999999545e-02
1.830384615384615472e+03, -1.133999999999999897e+00
1.830461538461538566e+03, -5.909999999999999698e-01
1.830538461538461434e+03, 6.810000000000000497e-01
1.830615384615384528e+03, -4.839999999999999858e-01
1.830692307692307622e+03, -1.766999999999999904e+00
1.830769230769230717e+03, -1.401000000000000023e+00
1.830846153846153811e+03, 1.663999999999999924e+00
1.830923076923076906e+03, 1.010000000000000009e+00
1.831076923076923094e+03, -4.259999999999999898e-01
1.831153846153846189e+03, -9.070000000000000284e-01
1.831230769230769283e+03, -8.339999999999999636e-01
1.831307692307692378e+03, -1.116999999999999993e+00
1.831384615384615472e+03, -5.869999999999999662e-01
1.831461538461538566e+03, -2.069999999999999896e-01
1.831538461538461434e+03, -7.009999999999999565e-01
1.831615384615384528e+03, -1.366000000000000103e+00
1.831692307692307622e+03, -2.241999999999999993e+00
1.831769230769230717e+03, -1.489000000000000101e+00
1.831846153846153811e+03, -1.618999999999999995e+00
1.831923076923076906e+03, -1.431999999999999940e+00
1.832076923076923094e+03, -5.709999999999999520e-01
1.832153846153846189e+03, -1.161999999999999922e+00
1.832230769230769283e+03, -6.079999999999999849e-01
1.832307692307692378e+03, -6.550000000000000266e-01
1.832384615384615472e+03, -9.290000000000000480e-01
1.832461538461538566e+03, -6.620000000000000329e-01
1.832538461538461434e+03, -5.370000000000000329e-01
1.832615384615384528e+03, -1.790999999999999925e+00
1.832692307692307622e+03, -1.858000000000000096e+00
1.832769230769230717e+03, -7.409999999999999920e-01
1.832846153846153811e+03, -1.443999999999999950e+00
1.832923076923076906e+03, -1.907000000000000028e+00
1.833076923076923094e+03, 5.899999999999999689e-02
1.833153846153846189e+03, -2.459999999999999964e-01
1.833230769230769283e+03, -1.175999999999999934e+00
1.833307692307692378e+03, -8.950000000000000178e-01
1.833384615384615472e+03, -8.110000000000000542e-01
1.833461538461538566e+03, -4.709999999999999742e-01
1.833538461538461434e+03, -6.260000000000000009e-01
1.833615384615384528e+03, -8.689999999999999947e-01
1.833692307692307622e+03, -9.849999999999999867e-01
1.833769230769230717e+03, -1.534000000000000030e+00
1.833846153846153811e+03, 9.829999999999999849e-01
1.833923076923076906e+03, -1.260000000000000009e-01
1.834076923076923094e+03, -2.052000000000000046e+00
1.834153846153846189e+03, -4.709999999999999742e-01
1.834230769230769283e+03, 3.330000000000000182e-01
1.834307692307692378e+03, -6.969999999999999529e-01
1.834384615384615472e+03, -1.260000000000000009e-01
1.834461538461538566e+03, -7.269999999999999796e-01
1.834538461538461434e+03, -3.079999999999999960e-01
1.834615384615384528e+03, -5.969999999999999751e-01
1.834692307692307622e+03, -5.859999999999999654e-01
1.834769230769230717e+03, -8.589999999999999858e-01
1.834846153846153811e+03, 3.960000000000000187e-01
1.834923076923076906e+03, 1.880000000000000004e-01
1.835076923076923094e+03, 7.560000000000000053e-01
1.835153846153846189e+03, -1.809999999999999942e-01
1.835230769230769283e+03, -1.129999999999999893e+00
1.835307692307692378e+03, -1.048999999999999932e+00
1.835384615384615472e+03, -1.556000000000000050e+00
1.835461538461538566e+03, -1.471999999999999975e+00
1.835538461538461434e+03, -1.409999999999999920e+00
1.835615384615384528e+03, -1.838000000000000078e+00
1.835692307692307622e+03, -2.347999999999999865e+00
1.835769230769230717e+03, -1.616999999999999993e+00
1.835846153846153811e+03, -2.173000000000000043e+00
1.835923076923076906e+03, -2.431000000000000050e+00
1.836076923076923094e+03, -5.689999999999999503e-01
1.836153846153846189e+03, -8.030000000000000471e-01
1.836230769230769283e+03, -2.100000000000000130e-02
1.836307692307692378e+03, -1.274999999999999911e+00
1.836384615384615472e+03, -1.346999999999999975e+00
1.836461538461538566e+03, -8.599999999999999867e-01
1.836538461538461434e+03, -6.610000000000000320e-01
1.836615384615384528e+03, -1.385999999999999899e+00
1.836692307692307622e+03, -1.441999999999999948e+00
1.836769230769230717e+03, -7.029999999999999583e-01
1.836846153846153811e+03, -1.713000000000000078e+00
1.836923076923076906e+03, -4.530000000000000138e-01
1.837076923076923094e+03, -1.079999999999999988e-01
1.837153846153846189e+03, -1.310000000000000053e-01
1.837230769230769283e+03, -1.887000000000000011e+00
1.837307692307692378e+03, -2.266999999999999904e+00
1.837384615384615472e+03, -1.598000000000000087e+00
1.837461538461538566e+03, -1.203000000000000069e+00
1.837538461538461434e+03, -8.010000000000000453e-01
1.837615384615384528e+03, -7.289999999999999813e-01
1.837692307692307622e+03, -1.274000000000000021e+00
1.837769230769230717e+03, -1.760999999999999899e+00
1.837846153846153811e+03, -1.413000000000000034e+00
1.837923076923076906e+03, -6.229999999999999982e-01
1.838076923076923094e+03, -3.121999999999999886e+00
1.838153846153846189e+03, -1.822999999999999954e+00
1.838230769230769283e+03, -1.641000000000000014e+00
1.838307692307692378e+03, -1.310000000000000053e+00
1.838384615384615472e+03, -1.528999999999999915e+00
1.838461538461538566e+03, -7.239999999999999769e-01
1.838538461538461434e+03, 1.320000000000000062e-01
1.838615384615384528e+03, -3.519999999999999796e-01
1.838692307692307622e+03, -1.088000000000000078e+00
1.838769230769230717e+03, -8.669999999999999929e-01
1.838846153846153811e+03, -1.028000000000000025e+00
1.838923076923076906e+03, -7.760000000000000231e-01
1.839076923076923094e+03, -1.419999999999999873e-01
1.839153846153846189e+03, 5.380000000000000338e-01
1.839230769230769283e+03, -2.794000000000000039e+00
1.839307692307692378e+03, -5.370000000000000329e-01
